time,wx (rad/s),wy (rad/s),wz (rad/s)
0.008714,-0.04,-0.02,0.01
0.009145,-0.04,-0.02,0.01
0.009280,-0.04,-0.02,0.02
0.009411,-0.04,-0.02,0.02
0.009536,-0.04,-0.02,0.02
0.009682,-0.03,-0.02,0.02
0.009803,-0.03,-0.02,0.02
0.009926,-0.03,-0.02,0.02
0.010048,-0.03,-0.02,0.02
0.017567,-0.03,-0.02,0.03
0.018145,-0.02,-0.02,0.03
0.018281,-0.02,-0.01,0.03
0.020267,-0.02,-0.01,0.03
0.021307,-0.02,-0.01,0.03
0.027395,-0.02,0.00,0.03
0.028095,-0.01,0.01,0.03
0.028512,-0.01,0.02,0.03
0.031017,-0.01,0.02,0.03
0.033465,-0.01,0.03,0.03
0.047130,-0.01,0.04,0.03
0.047550,-0.01,0.04,0.03
0.047647,-0.01,0.05,0.03
0.047734,-0.02,0.06,0.03
0.047826,-0.02,0.06,0.02
0.050433,-0.03,0.07,0.02
0.051806,-0.03,0.08,0.02
0.053985,-0.04,0.08,0.02
0.056570,-0.04,0.09,0.02
0.058820,-0.05,0.10,0.02
0.062862,-0.05,0.11,0.01
0.065365,-0.06,0.12,0.01
0.065546,-0.07,0.12,0.01
0.068812,-0.07,0.13,0.01
0.072017,-0.07,0.13,0.00
0.075863,-0.07,0.13,0.00
0.076984,-0.07,0.14,0.00
0.078661,-0.07,0.14,0.00
0.080950,-0.07,0.15,0.00
0.085770,-0.07,0.15,0.00
0.088051,-0.07,0.15,0.00
0.089243,-0.08,0.15,0.00
0.090854,-0.08,0.15,0.00
0.093220,-0.08,0.15,0.01
0.098809,-0.08,0.15,0.01
0.099014,-0.08,0.14,0.01
0.102112,-0.09,0.14,0.01
0.112159,-0.08,0.14,0.01
0.112750,-0.09,0.13,0.02
0.112995,-0.08,0.12,0.02
0.113195,-0.08,0.12,0.02
0.113398,-0.08,0.11,0.02
0.115611,-0.07,0.11,0.02
0.117641,-0.07,0.10,0.02
0.122397,-0.07,0.10,0.02
0.129177,-0.07,0.10,0.02
0.129516,-0.07,0.10,0.03
0.129603,-0.07,0.10,0.03
0.129812,-0.07,0.10,0.03
0.134577,-0.07,0.11,0.03
0.141381,-0.07,0.11,0.02
0.141791,-0.07,0.11,0.02
0.141873,-0.07,0.12,0.02
0.142631,-0.07,0.12,0.02
0.146786,-0.07,0.12,0.02
0.149021,-0.07,0.12,0.01
0.150618,-0.07,0.13,0.01
0.154617,-0.06,0.13,0.01
0.155531,-0.05,0.13,-0.00
0.158321,-0.05,0.13,-0.00
0.161580,-0.04,0.13,-0.01
0.162815,-0.03,0.13,-0.02
0.165222,-0.03,0.13,-0.02
0.169088,-0.02,0.12,-0.03
0.171959,-0.02,0.12,-0.04
0.172222,-0.01,0.12,-0.05
0.175189,-0.01,0.11,-0.06
0.177199,-0.00,0.11,-0.06
0.182410,0.00,0.11,-0.07
0.182702,0.00,0.10,-0.08
0.184992,0.00,0.10,-0.09
0.187262,0.01,0.09,-0.10
0.189653,0.01,0.09,-0.11
0.193901,0.02,0.08,-0.12
0.196129,0.02,0.08,-0.13
0.197845,0.02,0.07,-0.14
0.199871,0.03,0.07,-0.15
0.202108,0.03,0.07,-0.16
0.211619,0.03,0.07,-0.17
0.212089,0.04,0.06,-0.18
0.212262,0.04,0.06,-0.18
0.212393,0.04,0.06,-0.19
0.214792,0.04,0.06,-0.20
0.218589,0.05,0.06,-0.20
0.221104,0.05,0.06,-0.21
0.221401,0.06,0.06,-0.22
0.224256,0.07,0.05,-0.23
0.226614,0.08,0.05,-0.23
0.230519,0.08,0.05,-0.23
0.235079,0.09,0.05,-0.24
0.235462,0.10,0.04,-0.24
0.244740,0.10,0.04,-0.24
0.245164,0.11,0.04,-0.24
0.245323,0.12,0.03,-0.24
0.245481,0.12,0.02,-0.24
0.246481,0.13,0.02,-0.24
0.248688,0.14,0.01,-0.23
0.252751,0.15,-0.00,-0.22
0.255428,0.15,-0.01,-0.22
0.256746,0.16,-0.02,-0.21
0.259098,0.16,-0.03,-0.20
0.262598,0.17,-0.05,-0.19
0.265163,0.18,-0.06,-0.18
0.268872,0.19,-0.08,-0.17
0.269084,0.19,-0.09,-0.15
0.272510,0.19,-0.10,-0.14
0.274360,0.20,-0.11,-0.13
0.278152,0.20,-0.13,-0.12
0.279615,0.21,-0.14,-0.11
0.281385,0.21,-0.15,-0.09
0.283497,0.21,-0.16,-0.08
0.287657,0.21,-0.17,-0.07
0.289895,0.22,-0.18,-0.06
0.294220,0.22,-0.18,-0.06
0.294478,0.23,-0.19,-0.05
0.296276,0.23,-0.19,-0.04
0.298872,0.23,-0.18,-0.04
0.302738,0.23,-0.19,-0.03
0.304411,0.24,-0.19,-0.02
0.305590,0.24,-0.18,-0.02
0.308034,0.24,-0.18,-0.01
0.310603,0.24,-0.18,-0.01
0.315127,0.24,-0.17,-0.01
0.317402,0.24,-0.17,-0.00
0.317625,0.24,-0.17,0.01
0.322181,0.24,-0.16,0.01
0.323564,0.23,-0.16,0.02
0.327355,0.23,-0.15,0.02
0.328469,0.23,-0.15,0.03
0.330818,0.23,-0.15,0.03
0.333125,0.22,-0.14,0.04
0.335802,0.22,-0.14,0.05
0.339438,0.22,-0.14,0.05
0.340984,0.22,-0.14,0.06
0.341960,0.21,-0.14,0.06
0.344891,0.21,-0.14,0.07
0.348339,0.21,-0.14,0.07
0.350931,0.21,-0.14,0.07
0.362311,0.21,-0.14,0.08
0.363371,0.21,-0.14,0.08
0.363706,0.21,-0.14,0.09
0.364297,0.22,-0.14,0.09
0.364647,0.22,-0.14,0.09
0.365153,0.22,-0.14,0.09
0.366837,0.23,-0.14,0.10
0.371592,0.23,-0.14,0.10
0.373752,0.24,-0.14,0.10
0.375013,0.24,-0.13,0.10
0.376759,0.24,-0.13,0.10
0.379976,0.24,-0.13,0.10
0.382775,0.24,-0.12,0.10
0.394985,0.25,-0.12,0.10
0.395727,0.25,-0.11,0.10
0.395889,0.25,-0.11,0.10
0.396059,0.25,-0.10,0.09
0.396214,0.25,-0.10,0.09
0.398776,0.25,-0.09,0.09
0.402164,0.25,-0.08,0.09
0.402401,0.25,-0.08,0.09
0.405039,0.26,-0.07,0.08
0.407383,0.26,-0.07,0.08
0.411117,0.26,-0.06,0.08
0.412371,0.26,-0.06,0.07
0.414659,0.26,-0.06,0.07
0.417123,0.26,-0.06,0.06
0.419360,0.26,-0.06,0.06
0.424862,0.26,-0.06,0.05
0.425379,0.26,-0.06,0.04
0.426651,0.26,-0.07,0.03
0.429920,0.25,-0.07,0.03
0.432853,0.25,-0.07,0.02
0.436563,0.24,-0.07,0.01
0.438202,0.23,-0.07,0.00
0.439506,0.22,-0.06,-0.01
0.441539,0.22,-0.06,-0.02
0.445274,0.22,-0.06,-0.02
0.447589,0.22,-0.05,-0.03
0.450490,0.22,-0.05,-0.03
0.452154,0.22,-0.05,-0.04
0.455382,0.23,-0.06,-0.04
0.459501,0.24,-0.06,-0.04
0.459752,0.25,-0.07,-0.04
0.461768,0.27,-0.09,-0.04
0.464441,0.28,-0.10,-0.04
0.466804,0.30,-0.11,-0.04
0.474511,0.32,-0.13,-0.05
0.475041,0.34,-0.14,-0.05
0.475240,0.36,-0.16,-0.05
0.475460,0.38,-0.17,-0.05
0.478566,0.40,-0.18,-0.06
0.482704,0.42,-0.19,-0.06
0.483793,0.44,-0.20,-0.07
0.492613,0.46,-0.20,-0.07
0.493336,0.48,-0.21,-0.07
0.493504,0.49,-0.21,-0.08
0.494482,0.50,-0.22,-0.08
0.497211,0.50,-0.22,-0.09
0.498573,0.51,-0.23,-0.09
0.500868,0.51,-0.24,-0.09
0.504141,0.51,-0.26,-0.10
0.507005,0.50,-0.27,-0.10
0.509160,0.50,-0.28,-0.11
0.510323,0.50,-0.30,-0.11
0.513538,0.50,-0.32,-0.12
0.515851,0.51,-0.35,-0.12
0.519785,0.52,-0.37,-0.12
0.523030,0.53,-0.40,-0.12
0.523487,0.54,-0.41,-0.12
0.526119,0.55,-0.43,-0.12
0.528986,0.56,-0.44,-0.12
0.532740,0.58,-0.45,-0.12
0.533579,0.58,-0.46,-0.11
0.535910,0.59,-0.46,-0.11
0.537442,0.60,-0.47,-0.10
0.542155,0.61,-0.49,-0.10
0.545593,0.61,-0.50,-0.09
0.545832,0.62,-0.51,-0.09
0.548313,0.63,-0.52,-0.09
0.550557,0.63,-0.53,-0.08
0.555353,0.65,-0.55,-0.04
0.555881,0.68,-0.56,0.02
0.557599,0.70,-0.57,0.07
0.560567,0.72,-0.57,0.11
0.562883,0.72,-0.57,0.12
0.567105,0.72,-0.55,0.10
0.569295,0.71,-0.53,0.07
0.571954,0.69,-0.51,0.03
0.572463,0.67,-0.50,-0.02
0.575704,0.64,-0.49,-0.07
0.579842,0.61,-0.49,-0.11
0.581566,0.58,-0.49,-0.15
0.581795,0.55,-0.49,-0.18
0.585208,0.52,-0.50,-0.20
0.587272,0.50,-0.50,-0.21
0.591414,0.48,-0.51,-0.21
0.593170,0.47,-0.51,-0.21
0.594921,0.45,-0.51,-0.21
0.596785,0.44,-0.52,-0.21
0.599174,0.44,-0.52,-0.21
0.604197,0.43,-0.52,-0.21
0.604923,0.42,-0.52,-0.21
0.606388,0.41,-0.52,-0.20
0.609280,0.41,-0.52,-0.20
0.612471,0.40,-0.52,-0.19
0.615382,0.41,-0.51,-0.19
0.616793,0.40,-0.52,-0.18
0.620079,0.40,-0.52,-0.17
0.621671,0.39,-0.53,-0.15
0.625593,0.39,-0.54,-0.14
0.629600,0.38,-0.54,-0.14
0.630036,0.38,-0.54,-0.13
0.631993,0.37,-0.55,-0.12
0.635114,0.37,-0.56,-0.11
0.645747,0.37,-0.58,-0.09
0.646622,0.36,-0.60,-0.08
0.647110,0.35,-0.62,-0.07
0.647486,0.35,-0.63,-0.06
0.647768,0.34,-0.65,-0.04
0.650032,0.33,-0.66,-0.03
0.662135,0.33,-0.68,-0.02
0.663041,0.33,-0.70,-0.01
0.663249,0.33,-0.72,0.00
0.663441,0.34,-0.73,0.01
0.663627,0.35,-0.75,0.02
0.665363,0.36,-0.77,0.03
0.665776,0.36,-0.79,0.04
0.667794,0.37,-0.80,0.04
0.672685,0.37,-0.81,0.05
0.674264,0.38,-0.82,0.05
0.676762,0.38,-0.83,0.06
0.677677,0.39,-0.84,0.06
0.680130,0.39,-0.85,0.07
0.682876,0.40,-0.85,0.07
0.690463,0.40,-0.85,0.07
0.691230,0.40,-0.85,0.07
0.691564,0.40,-0.86,0.07
0.693160,0.40,-0.85,0.06
0.695451,0.41,-0.85,0.06
0.700143,0.41,-0.84,0.06
0.701756,0.41,-0.83,0.05
0.705019,0.41,-0.82,0.05
0.705841,0.41,-0.81,0.04
0.708976,0.41,-0.79,0.03
0.710813,0.41,-0.78,0.03
0.712432,0.41,-0.77,0.02
0.715055,0.41,-0.75,0.02
0.717815,0.40,-0.74,0.01
0.721784,0.40,-0.73,0.01
0.724833,0.39,-0.72,0.00
0.725280,0.39,-0.71,-0.00
0.727515,0.38,-0.71,-0.01
0.729819,0.38,-0.70,-0.01
0.734458,0.37,-0.70,-0.02
0.735239,0.36,-0.69,-0.03
0.738359,0.35,-0.70,-0.03
0.740208,0.35,-0.70,-0.04
0.742139,0.34,-0.71,-0.04
0.746543,0.33,-0.72,-0.05
0.748911,0.32,-0.73,-0.05
0.750361,0.31,-0.74,-0.06
0.754962,0.30,-0.75,-0.06
0.756017,0.29,-0.77,-0.06
0.758143,0.29,-0.78,-0.06
0.761170,0.29,-0.79,-0.06
0.761756,0.29,-0.80,-0.06
0.764322,0.29,-0.82,-0.06
0.766763,0.29,-0.83,-0.06
0.778805,0.30,-0.84,-0.06
0.779750,0.30,-0.85,-0.05
0.780125,0.30,-0.87,-0.05
0.780492,0.30,-0.89,-0.05
0.782275,0.30,-0.90,-0.05
0.783347,0.30,-0.91,-0.05
0.785179,0.31,-0.93,-0.05
0.797916,0.31,-0.94,-0.06
0.799303,0.30,-0.94,-0.06
0.799539,0.31,-0.95,-0.07
0.799730,0.31,-0.96,-0.07
0.799908,0.31,-0.97,-0.08
0.800097,0.31,-0.97,-0.09
0.800911,0.33,-0.97,-0.09
0.804502,0.33,-0.97,-0.10
0.808779,0.33,-0.97,-0.11
0.809156,0.34,-0.97,-0.11
0.811348,0.34,-0.96,-0.11
0.813695,0.34,-0.95,-0.11
0.816277,0.34,-0.95,-0.12
0.821110,0.35,-0.94,-0.11
0.823235,0.35,-0.93,-0.12
0.824366,0.35,-0.92,-0.12
0.826030,0.35,-0.90,-0.12
0.830071,0.36,-0.89,-0.12
0.832395,0.36,-0.87,-0.12
0.833994,0.36,-0.86,-0.12
0.838113,0.36,-0.85,-0.13
0.839004,0.36,-0.84,-0.13
0.842832,0.35,-0.82,-0.14
0.844886,0.36,-0.81,-0.14
0.845880,0.35,-0.80,-0.14
0.849364,0.35,-0.79,-0.14
0.851735,0.35,-0.79,-0.15
0.855896,0.34,-0.78,-0.16
0.857989,0.35,-0.77,-0.18
0.858591,0.35,-0.76,-0.19
0.861856,0.35,-0.74,-0.20
0.864102,0.34,-0.73,-0.21
0.868075,0.34,-0.72,-0.21
0.873720,0.34,-0.71,-0.22
0.874243,0.34,-0.70,-0.22
0.874432,0.34,-0.69,-0.22
0.875765,0.34,-0.69,-0.23
0.878281,0.35,-0.68,-0.23
0.884874,0.34,-0.68,-0.23
0.885129,0.34,-0.68,-0.23
0.885283,0.33,-0.68,-0.24
0.895654,0.33,-0.69,-0.24
0.896357,0.32,-0.69,-0.24
0.896539,0.31,-0.69,-0.24
0.896702,0.30,-0.70,-0.24
0.897652,0.30,-0.71,-0.25
0.902506,0.29,-0.72,-0.25
0.904746,0.28,-0.73,-0.25
0.906647,0.28,-0.74,-0.25
0.907723,0.27,-0.75,-0.26
0.910288,0.27,-0.76,-0.26
0.915617,0.27,-0.78,-0.27
0.915831,0.27,-0.79,-0.29
0.918211,0.26,-0.80,-0.30
0.920987,0.26,-0.81,-0.32
0.925959,0.25,-0.83,-0.34
0.927124,0.25,-0.84,-0.34
0.929411,0.24,-0.85,-0.34
0.929660,0.25,-0.85,-0.32
0.933272,0.25,-0.85,-0.31
0.935485,0.26,-0.85,-0.29
0.940351,0.26,-0.84,-0.28
0.940812,0.27,-0.84,-0.26
0.943966,0.27,-0.84,-0.25
0.945720,0.28,-0.83,-0.24
0.948336,0.28,-0.83,-0.23
0.952152,0.28,-0.82,-0.23
0.954343,0.27,-0.82,-0.22
0.955664,0.28,-0.82,-0.22
0.957555,0.27,-0.82,-0.22
0.960563,0.27,-0.83,-0.23
0.964546,0.27,-0.83,-0.23
0.966576,0.26,-0.83,-0.24
0.968172,0.26,-0.83,-0.24
0.970524,0.26,-0.82,-0.24
0.973086,0.26,-0.82,-0.25
0.977331,0.26,-0.81,-0.25
0.977628,0.26,-0.80,-0.25
0.980565,0.26,-0.79,-0.25
0.982878,0.26,-0.78,-0.25
0.985756,0.26,-0.78,-0.25
0.989773,0.26,-0.77,-0.25
0.990372,0.26,-0.76,-0.25
0.991576,0.27,-0.74,-0.25
0.995003,0.26,-0.73,-0.25
0.998422,0.27,-0.72,-0.25
1.001048,0.27,-0.72,-0.26
1.009401,0.26,-0.71,-0.26
1.010252,0.26,-0.71,-0.26
1.013662,0.26,-0.71,-0.26
1.013935,0.26,-0.71,-0.26
1.014077,0.25,-0.71,-0.26
1.014229,0.25,-0.71,-0.26
1.015792,0.24,-0.70,-0.26
1.018985,0.24,-0.69,-0.26
1.024646,0.23,-0.68,-0.27
1.025516,0.24,-0.67,-0.27
1.025671,0.23,-0.66,-0.27
1.028667,0.24,-0.66,-0.27
1.030864,0.23,-0.67,-0.28
1.035199,0.23,-0.67,-0.28
1.045974,0.22,-0.68,-0.28
1.046813,0.22,-0.69,-0.28
1.046967,0.22,-0.69,-0.28
1.047103,0.22,-0.69,-0.28
1.047243,0.22,-0.70,-0.28
1.048841,0.21,-0.70,-0.28
1.050156,0.21,-0.70,-0.27
1.054494,0.21,-0.69,-0.28
1.055302,0.21,-0.69,-0.27
1.059120,0.21,-0.69,-0.28
1.061591,0.20,-0.68,-0.28
1.062381,0.20,-0.67,-0.29
1.064862,0.18,-0.65,-0.32
1.071850,0.16,-0.64,-0.36
1.072975,0.14,-0.65,-0.38
1.073927,0.13,-0.66,-0.40
1.074926,0.12,-0.67,-0.40
1.077489,0.13,-0.68,-0.40
1.081397,0.13,-0.68,-0.40
1.084505,0.14,-0.67,-0.40
1.087229,0.15,-0.66,-0.39
1.088035,0.15,-0.65,-0.39
1.089947,0.16,-0.63,-0.38
1.094672,0.16,-0.62,-0.38
1.095511,0.16,-0.62,-0.38
1.097167,0.15,-0.61,-0.39
1.099917,0.15,-0.60,-0.39
1.104278,0.14,-0.60,-0.40
1.106638,0.13,-0.60,-0.40
1.109088,0.11,-0.59,-0.41
1.110431,0.10,-0.59,-0.41
1.112641,0.10,-0.59,-0.41
1.114695,0.10,-0.58,-0.42
1.122267,0.09,-0.58,-0.42
1.123022,0.09,-0.57,-0.42
1.123421,0.08,-0.56,-0.43
1.124757,0.08,-0.55,-0.42
1.127601,0.08,-0.54,-0.42
1.132450,0.08,-0.52,-0.41
1.133266,0.09,-0.51,-0.41
1.134635,0.08,-0.51,-0.41
1.138874,0.08,-0.51,-0.41
1.139683,0.08,-0.51,-0.41
1.143574,0.08,-0.51,-0.40
1.145587,0.08,-0.51,-0.40
1.146606,0.08,-0.51,-0.40
1.149367,0.08,-0.51,-0.39
1.151850,0.07,-0.50,-0.40
1.160769,0.07,-0.49,-0.40
1.161658,0.07,-0.48,-0.40
1.162004,0.07,-0.48,-0.40
1.162334,0.07,-0.47,-0.41
1.165018,0.07,-0.46,-0.41
1.168463,0.07,-0.45,-0.41
1.182967,0.07,-0.44,-0.42
1.184232,0.07,-0.44,-0.43
1.184663,0.08,-0.43,-0.43
1.185113,0.08,-0.42,-0.44
1.185418,0.08,-0.42,-0.45
1.185756,0.09,-0.41,-0.45
1.186220,0.09,-0.40,-0.46
1.186499,0.09,-0.40,-0.46
1.191293,0.10,-0.39,-0.46
1.191957,0.10,-0.38,-0.46
1.193869,0.10,-0.37,-0.45
1.196456,0.10,-0.36,-0.45
1.198847,0.10,-0.36,-0.44
1.204010,0.10,-0.36,-0.43
1.205026,0.10,-0.35,-0.43
1.206169,0.11,-0.36,-0.42
1.208452,0.11,-0.36,-0.41
1.211020,0.11,-0.36,-0.41
1.215407,0.11,-0.36,-0.41
1.216644,0.11,-0.36,-0.41
1.221696,0.11,-0.36,-0.41
1.222593,0.12,-0.36,-0.41
1.223511,0.12,-0.35,-0.42
1.227738,0.12,-0.34,-0.42
1.229611,0.12,-0.33,-0.43
1.230987,0.13,-0.32,-0.44
1.233282,0.13,-0.32,-0.45
1.238945,0.13,-0.31,-0.45
1.239865,0.13,-0.30,-0.46
1.242144,0.13,-0.30,-0.46
1.243257,0.12,-0.29,-0.47
1.245522,0.12,-0.29,-0.47
1.249121,0.10,-0.29,-0.46
1.251119,0.09,-0.28,-0.46
1.254652,0.07,-0.28,-0.46
1.256013,0.06,-0.27,-0.45
1.258040,0.05,-0.26,-0.44
1.261105,0.03,-0.25,-0.43
1.264067,0.02,-0.22,-0.41
1.265828,0.02,-0.19,-0.39
1.268029,0.01,-0.16,-0.36
1.271702,0.01,-0.14,-0.34
1.275217,-0.00,-0.11,-0.31
1.276190,-0.01,-0.09,-0.29
1.278031,-0.03,-0.06,-0.27
1.280473,-0.05,-0.04,-0.26
1.282758,-0.08,-0.00,-0.24
1.294294,-0.12,0.04,-0.23
1.295231,-0.16,0.07,-0.21
1.295625,-0.20,0.11,-0.20
1.295988,-0.24,0.16,-0.17
1.296345,-0.26,0.22,-0.15
1.299165,-0.30,0.28,-0.12
1.319887,-0.33,0.35,-0.10
1.321504,-0.36,0.41,-0.07
1.321725,-0.38,0.47,-0.03
1.321917,-0.40,0.51,0.00
1.322114,-0.41,0.55,0.04
1.322319,-0.44,0.58,0.08
1.322511,-0.46,0.62,0.12
1.322696,-0.49,0.66,0.15
1.322887,-0.52,0.69,0.18
1.324351,-0.55,0.72,0.21
1.324843,-0.59,0.74,0.24
1.327303,-0.63,0.74,0.27
1.329618,-0.67,0.74,0.30
1.331962,-0.72,0.74,0.32
1.337559,-0.77,0.73,0.35
1.338363,-0.83,0.73,0.37
1.339312,-0.89,0.72,0.39
1.343159,-0.96,0.73,0.41
1.345144,-1.02,0.73,0.43
1.348336,-1.08,0.75,0.44
1.349747,-1.15,0.76,0.45
1.351862,-1.21,0.78,0.46
1.355905,-1.28,0.80,0.47
1.358013,-1.33,0.81,0.47
1.361357,-1.39,0.83,0.47
1.361798,-1.45,0.84,0.48
1.363991,-1.50,0.85,0.48
1.366997,-1.55,0.86,0.48
1.371949,-1.60,0.86,0.49
1.372881,-1.64,0.87,0.49
1.374415,-1.69,0.86,0.50
1.377079,-1.74,0.86,0.50
1.379362,-1.77,0.85,0.51
1.383970,-1.81,0.84,0.52
1.385347,-1.85,0.82,0.52
1.395105,-1.88,0.81,0.53
1.396023,-1.91,0.79,0.54
1.396385,-1.94,0.78,0.55
1.396821,-1.97,0.77,0.56
1.397509,-1.99,0.77,0.58
1.399141,-2.01,0.76,0.60
1.401192,-2.02,0.76,0.62
1.418346,-2.03,0.76,0.64
1.419801,-2.03,0.76,0.66
1.420194,-2.03,0.76,0.69
1.420515,-2.03,0.76,0.71
1.420822,-2.01,0.77,0.74
1.421124,-2.00,0.77,0.77
1.423097,-1.98,0.77,0.80
1.423415,-1.96,0.76,0.83
1.423655,-1.93,0.76,0.86
1.425661,-1.90,0.77,0.89
1.428485,-1.86,0.77,0.91
1.432467,-1.83,0.77,0.94
1.433673,-1.79,0.78,0.96
1.438434,-1.74,0.78,0.98
1.439516,-1.70,0.79,1.00
1.441768,-1.65,0.79,1.01
1.445258,-1.60,0.80,1.03
1.446297,-1.54,0.81,1.04
1.448566,-1.49,0.81,1.05
1.450450,-1.44,0.82,1.06
1.454918,-1.39,0.83,1.07
1.457543,-1.35,0.84,1.08
1.458209,-1.31,0.85,1.08
1.460263,-1.28,0.87,1.09
1.463029,-1.25,0.88,1.10
1.467123,-1.23,0.90,1.11
1.468834,-1.21,0.92,1.12
1.472158,-1.19,0.94,1.13
1.473097,-1.17,0.96,1.13
1.475202,-1.16,0.97,1.14
1.479912,-1.13,0.99,1.14
1.482428,-1.11,1.00,1.14
1.483590,-1.09,1.01,1.13
1.485231,-1.07,1.02,1.12
1.496005,-1.04,1.04,1.11
1.498805,-1.01,1.05,1.10
1.499094,-0.98,1.06,1.09
1.499331,-0.95,1.07,1.08
1.499579,-0.91,1.09,1.07
1.501157,-0.88,1.10,1.06
1.503360,-0.85,1.13,1.05
1.518774,-0.82,1.14,1.04
1.519783,-0.79,1.16,1.04
1.520063,-0.75,1.19,1.03
1.520286,-0.74,1.21,1.03
1.520536,-0.71,1.24,1.02
1.520763,-0.69,1.27,1.02
1.520984,-0.67,1.30,1.03
1.523062,-0.66,1.32,1.03
1.525499,-0.65,1.35,1.03
1.530488,-0.64,1.37,1.03
1.530737,-0.63,1.38,1.04
1.532258,-0.62,1.40,1.04
1.534941,-0.62,1.41,1.04
1.540031,-0.61,1.42,1.04
1.541641,-0.61,1.43,1.04
1.541896,-0.60,1.44,1.04
1.544736,-0.60,1.45,1.04
1.547172,-0.59,1.46,1.05
1.551838,-0.58,1.46,1.05
1.553958,-0.57,1.47,1.05
1.554334,-0.56,1.47,1.06
1.556760,-0.55,1.48,1.06
1.560122,-0.53,1.48,1.07
1.563898,-0.52,1.48,1.08
1.566819,-0.51,1.48,1.09
1.567053,-0.50,1.47,1.10
1.569442,-0.49,1.47,1.11
1.572071,-0.48,1.46,1.11
1.576557,-0.47,1.46,1.12
1.579362,-0.45,1.46,1.14
1.579606,-0.44,1.47,1.14
1.582457,-0.42,1.53,1.16
1.584827,-0.39,1.58,1.18
1.588485,-0.38,1.55,1.18
1.590364,-0.37,1.49,1.17
1.591200,-0.37,1.47,1.15
1.594839,-0.37,1.47,1.14
1.597395,-0.36,1.51,1.14
1.601203,-0.35,1.52,1.14
1.603033,-0.34,1.48,1.14
1.608738,-0.34,1.45,1.13
1.609197,-0.33,1.45,1.13
1.609434,-0.32,1.47,1.13
1.613003,-0.31,1.50,1.14
1.614063,-0.30,1.55,1.15
1.616327,-0.27,1.61,1.17
1.619311,-0.26,1.61,1.17
1.628600,-0.24,1.59,1.17
1.629161,-0.25,1.60,1.16
1.629350,-0.24,1.61,1.15
1.629530,-0.24,1.62,1.14
1.630822,-0.23,1.64,1.14
1.636349,-0.22,1.65,1.13
1.636579,-0.21,1.67,1.12
1.639221,-0.19,1.68,1.11
1.642049,-0.18,1.69,1.10
1.643128,-0.17,1.70,1.10
1.647133,-0.15,1.73,1.10
1.649216,-0.13,1.77,1.10
1.651190,-0.10,1.84,1.10
1.655708,-0.07,1.83,1.10
1.656191,-0.06,1.80,1.09
1.659961,-0.05,1.77,1.07
1.661349,-0.06,1.76,1.05
1.663580,-0.04,1.76,1.04
1.666512,-0.02,1.78,1.03
1.668452,-0.01,1.79,1.01
1.675079,0.00,1.80,1.00
1.675706,0.02,1.80,0.98
1.675910,0.03,1.80,0.96
1.679162,0.04,1.80,0.94
1.680887,0.05,1.79,0.92
1.684827,0.06,1.79,0.89
1.685031,0.07,1.80,0.86
1.689335,0.08,1.84,0.84
1.690898,0.10,1.86,0.82
1.693540,0.11,1.82,0.78
1.697346,0.12,1.76,0.74
1.697817,0.11,1.72,0.70
1.701361,0.11,1.71,0.67
1.703093,0.12,1.71,0.65
1.705864,0.14,1.70,0.63
1.710170,0.15,1.70,0.60
1.711848,0.17,1.69,0.58
1.712087,0.18,1.67,0.56
1.715964,0.20,1.66,0.54
1.718801,0.21,1.64,0.53
1.723276,0.23,1.62,0.51
1.723548,0.25,1.60,0.49
1.724789,0.26,1.59,0.47
1.726815,0.28,1.56,0.46
1.731193,0.30,1.54,0.44
1.732474,0.32,1.52,0.43
1.734141,0.34,1.50,0.41
1.742740,0.36,1.47,0.39
1.743461,0.38,1.45,0.38
1.743737,0.40,1.42,0.35
1.745988,0.42,1.40,0.33
1.748383,0.43,1.37,0.31
1.750567,0.45,1.35,0.29
1.753070,0.46,1.33,0.27
1.771257,0.47,1.31,0.25
1.772114,0.48,1.29,0.22
1.772305,0.49,1.28,0.21
1.772471,0.50,1.27,0.18
1.772629,0.50,1.25,0.17
1.772779,0.51,1.25,0.15
1.772922,0.51,1.24,0.13
1.773086,0.51,1.23,0.11
1.774169,0.52,1.23,0.09
1.777506,0.53,1.22,0.07
1.781217,0.53,1.21,0.05
1.782816,0.54,1.20,0.02
1.784446,0.55,1.19,0.00
1.786309,0.55,1.18,-0.02
1.789231,0.56,1.17,-0.04
1.794889,0.57,1.17,-0.06
1.795135,0.58,1.17,-0.08
1.796464,0.60,1.16,-0.10
1.799260,0.61,1.16,-0.11
1.802144,0.62,1.16,-0.13
1.805443,0.64,1.16,-0.14
1.808061,0.65,1.14,-0.17
1.808300,0.66,1.14,-0.19
1.812070,0.66,1.14,-0.21
1.815755,0.67,1.13,-0.22
1.818976,0.67,1.13,-0.24
1.819212,0.67,1.12,-0.25
1.822201,0.67,1.12,-0.26
1.823683,0.68,1.11,-0.27
1.828944,0.68,1.10,-0.27
1.829173,0.69,1.08,-0.28
1.831735,0.71,1.07,-0.29
1.833438,0.72,1.06,-0.29
1.836317,0.72,1.04,-0.29
1.840173,0.74,1.03,-0.29
1.842215,0.74,1.02,-0.29
1.843383,0.74,1.01,-0.29
1.846610,0.75,1.00,-0.29
1.848978,0.74,1.00,-0.28
1.853149,0.73,0.99,-0.28
1.857775,0.71,0.99,-0.27
1.858524,0.69,0.99,-0.26
1.858790,0.67,0.98,-0.26
