time,wx (rad/s),wy (rad/s),wz (rad/s)
4.548339,0.28,-1.71,-0.50
4.551975,0.28,-1.71,-0.48
4.555789,0.27,-1.70,-0.47
4.556611,0.27,-1.70,-0.45
4.558095,0.26,-1.69,-0.44
4.560419,0.26,-1.67,-0.42
4.563085,0.26,-1.66,-0.41
4.567099,0.27,-1.66,-0.40
4.568736,0.27,-1.64,-0.38
4.579646,0.27,-1.63,-0.37
4.580535,0.28,-1.62,-0.36
4.580949,0.28,-1.62,-0.34
4.581610,0.28,-1.62,-0.33
4.582155,0.28,-1.62,-0.32
4.582422,0.28,-1.62,-0.31
4.584832,0.28,-1.62,-0.30
4.599167,0.29,-1.61,-0.30
4.600152,0.28,-1.61,-0.29
4.600423,0.28,-1.60,-0.29
4.600637,0.28,-1.59,-0.29
4.600856,0.28,-1.57,-0.29
4.601063,0.27,-1.55,-0.30
4.604698,0.28,-1.53,-0.30
4.606413,0.28,-1.50,-0.32
4.607616,0.28,-1.47,-0.33
4.609463,0.29,-1.44,-0.35
4.612209,0.30,-1.42,-0.37
4.615940,0.31,-1.39,-0.38
4.618464,0.32,-1.37,-0.40
4.619552,0.33,-1.35,-0.41
4.623318,0.34,-1.33,-0.43
4.625099,0.34,-1.30,-0.44
4.628422,0.35,-1.28,-0.46
4.630532,0.36,-1.26,-0.47
4.631660,0.36,-1.25,-0.48
4.634395,0.37,-1.23,-0.49
4.639108,0.37,-1.22,-0.50
4.641683,0.37,-1.21,-0.51
4.642176,0.36,-1.20,-0.52
4.644462,0.36,-1.18,-0.53
4.646919,0.36,-1.17,-0.54
4.651190,0.36,-1.16,-0.55
4.652296,0.36,-1.15,-0.56
4.655742,0.35,-1.14,-0.57
4.656770,0.35,-1.13,-0.58
4.659128,0.35,-1.13,-0.59
4.663157,0.34,-1.13,-0.60
4.665312,0.33,-1.12,-0.61
4.666516,0.33,-1.12,-0.63
4.669481,0.32,-1.12,-0.63
4.674197,0.32,-1.12,-0.64
4.675494,0.30,-1.12,-0.65
4.676593,0.29,-1.12,-0.66
4.678408,0.29,-1.12,-0.66
4.681290,0.28,-1.12,-0.67
4.683885,0.27,-1.12,-0.67
4.693868,0.25,-1.12,-0.67
4.694693,0.25,-1.12,-0.66
4.695380,0.25,-1.12,-0.66
4.695606,0.25,-1.12,-0.66
4.696135,0.24,-1.12,-0.65
4.699578,0.24,-1.12,-0.64
4.701889,0.24,-1.12,-0.63
4.714594,0.24,-1.12,-0.62
4.715745,0.24,-1.12,-0.61
4.715957,0.23,-1.12,-0.60
4.716149,0.23,-1.12,-0.59
4.716332,0.22,-1.12,-0.59
4.716510,0.21,-1.13,-0.58
4.718066,0.20,-1.13,-0.58
4.723340,0.20,-1.13,-0.57
4.724248,0.19,-1.14,-0.57
4.725707,0.18,-1.14,-0.57
4.727771,0.16,-1.14,-0.56
4.731145,0.16,-1.14,-0.55
4.734499,0.15,-1.15,-0.54
4.738672,0.14,-1.14,-0.52
4.739752,0.13,-1.14,-0.51
4.740370,0.12,-1.13,-0.49
4.742673,0.11,-1.12,-0.47
4.747106,0.09,-1.11,-0.46
4.748548,0.09,-1.10,-0.44
4.750353,0.08,-1.08,-0.42
4.752543,0.07,-1.06,-0.40
4.755743,0.07,-1.04,-0.38
4.759394,0.06,-1.01,-0.36
4.761299,0.06,-0.99,-0.35
4.762399,0.05,-0.96,-0.34
4.764817,0.05,-0.94,-0.34
4.767517,0.05,-0.91,-0.33
4.772682,0.06,-0.87,-0.32
4.773939,0.06,-0.83,-0.31
4.774985,0.07,-0.79,-0.30
4.777331,0.07,-0.75,-0.29
4.779927,0.08,-0.71,-0.27
4.785113,0.08,-0.68,-0.25
4.786257,0.08,-0.65,-0.23
4.789333,0.07,-0.62,-0.20
4.791145,0.05,-0.60,-0.18
4.793007,0.04,-0.59,-0.16
4.796173,0.02,-0.57,-0.14
4.798638,-0.00,-0.56,-0.11
4.799581,-0.02,-0.55,-0.09
4.802053,-0.05,-0.53,-0.08
4.813204,-0.07,-0.52,-0.06
4.814154,-0.10,-0.51,-0.04
4.814541,-0.12,-0.50,-0.02
4.815150,-0.14,-0.49,0.00
4.815428,-0.17,-0.48,0.02
4.817416,-0.19,-0.47,0.05
4.835010,-0.21,-0.44,0.07
4.836390,-0.22,-0.40,0.10
4.836628,-0.23,-0.34,0.14
4.836814,-0.23,-0.28,0.18
4.836986,-0.23,-0.20,0.23
4.837158,-0.23,-0.13,0.28
4.837431,-0.21,-0.08,0.35
4.837612,-0.21,-0.05,0.41
4.838854,-0.23,-0.03,0.47
4.842909,-0.27,-0.01,0.52
4.845104,-0.33,-0.02,0.57
4.846020,-0.41,-0.03,0.60
4.849445,-0.50,-0.03,0.63
4.851530,-0.60,-0.01,0.66
4.855998,-0.69,-0.00,0.69
4.857653,-0.78,0.02,0.71
4.858851,-0.86,0.06,0.73
4.861613,-0.92,0.13,0.75
4.863861,-0.98,0.22,0.76
4.867523,-1.03,0.31,0.78
4.873826,-1.08,0.39,0.80
4.874773,-1.13,0.48,0.82
4.875218,-1.19,0.57,0.84
4.876796,-1.24,0.64,0.87
4.880515,-1.31,0.69,0.89
4.881902,-1.37,0.74,0.93
4.883413,-1.44,0.78,0.96
4.886481,-1.52,0.81,0.99
4.889445,-1.60,0.81,1.03
4.893407,-1.69,0.80,1.06
4.894249,-1.77,0.78,1.10
4.896102,-1.85,0.75,1.13
4.898543,-1.93,0.70,1.15
4.901645,-2.01,0.66,1.17
4.906313,-2.10,0.61,1.20
4.907244,-2.17,0.54,1.23
4.908444,-2.26,0.47,1.26
4.910752,-2.34,0.42,1.29
4.916493,-2.40,0.36,1.32
4.916937,-2.47,0.32,1.34
4.919009,-2.51,0.29,1.33
4.921663,-2.54,0.24,1.32
4.923318,-2.56,0.16,1.34
4.928074,-2.58,0.10,1.38
4.928950,-2.61,0.03,1.41
4.930535,-2.62,-0.04,1.44
4.933065,-2.62,-0.11,1.44
4.935675,-2.61,-0.17,1.44
4.946598,-2.59,-0.24,1.43
4.947563,-2.57,-0.29,1.41
4.948315,-2.53,-0.34,1.38
4.948651,-2.48,-0.39,1.35
4.948925,-2.43,-0.43,1.32
4.952057,-2.38,-0.45,1.30
4.972308,-2.33,-0.46,1.27
4.973568,-2.27,-0.47,1.26
4.973870,-2.22,-0.47,1.25
4.974167,-2.17,-0.47,1.24
4.974418,-2.13,-0.47,1.23
4.974680,-2.08,-0.48,1.23
4.974937,-2.04,-0.47,1.22
4.975201,-2.01,-0.46,1.22
4.975445,-1.97,-0.44,1.21
4.976644,-1.95,-0.41,1.21
4.977522,-1.92,-0.38,1.21
4.980453,-1.91,-0.36,1.21
4.981923,-1.89,-0.34,1.22
4.985261,-1.89,-0.31,1.22
4.992895,-1.88,-0.28,1.22
4.993831,-1.87,-0.24,1.22
4.994242,-1.85,-0.19,1.22
4.994606,-1.85,-0.14,1.21
4.999024,-1.83,-0.09,1.21
5.000776,-1.82,-0.04,1.21
5.002448,-1.80,0.02,1.20
5.007533,-1.77,0.07,1.19
5.008473,-1.74,0.11,1.18
5.011974,-1.71,0.15,1.16
5.012662,-1.67,0.18,1.14
5.014692,-1.63,0.20,1.12
5.016971,-1.59,0.22,1.09
5.019451,-1.55,0.23,1.06
5.023720,-1.52,0.24,1.04
5.024651,-1.49,0.24,1.02
5.027309,-1.46,0.24,1.00
5.029407,-1.43,0.25,0.98
5.031597,-1.41,0.27,0.97
5.036116,-1.39,0.29,0.96
5.039575,-1.37,0.32,0.96
5.040489,-1.36,0.35,0.96
5.042949,-1.34,0.37,0.96
5.044124,-1.32,0.39,0.96
5.048660,-1.30,0.40,0.97
5.050320,-1.28,0.42,0.97
5.051536,-1.27,0.43,0.98
5.056309,-1.25,0.45,0.98
5.057583,-1.22,0.49,0.99
5.060797,-1.20,0.52,0.99
5.061864,-1.18,0.56,1.00
5.063639,-1.15,0.59,1.00
5.066439,-1.13,0.63,1.00
5.069798,-1.10,0.67,1.01
5.080070,-1.07,0.71,1.01
5.080994,-1.04,0.75,1.02
5.081377,-1.02,0.80,1.02
5.081851,-1.00,0.86,1.01
5.082233,-0.96,0.91,1.01
5.085461,-0.94,0.95,1.00
5.086062,-0.93,0.99,0.99
5.099716,-0.90,1.02,0.97
5.100765,-0.89,1.05,0.95
5.101071,-0.88,1.07,0.93
5.101353,-0.86,1.09,0.90
5.101634,-0.84,1.13,0.88
5.101912,-0.83,1.16,0.85
5.106590,-0.81,1.18,0.82
5.108319,-0.79,1.21,0.79
5.109136,-0.77,1.23,0.77
5.111029,-0.76,1.25,0.74
5.113393,-0.74,1.26,0.71
5.116430,-0.72,1.26,0.69
5.119661,-0.70,1.27,0.66
5.125164,-0.68,1.26,0.64
5.125877,-0.66,1.26,0.62
5.126426,-0.64,1.26,0.59
5.130902,-0.61,1.26,0.57
5.132247,-0.59,1.25,0.55
5.134688,-0.56,1.25,0.52
5.135128,-0.52,1.24,0.50
5.139695,-0.50,1.25,0.47
5.141365,-0.47,1.24,0.44
5.146701,-0.44,1.23,0.40
5.147331,-0.40,1.22,0.35
5.147601,-0.36,1.20,0.31
5.149713,-0.31,1.18,0.27
5.152611,-0.27,1.16,0.24
5.156244,-0.23,1.13,0.20
5.158692,-0.18,1.11,0.16
5.159579,-0.13,1.09,0.12
5.162084,-0.09,1.07,0.09
5.165503,-0.03,1.06,0.06
5.167635,0.01,1.05,0.02
5.172202,0.07,1.03,-0.00
5.174530,0.12,1.01,-0.03
5.175614,0.17,1.00,-0.06
5.179319,0.21,0.98,-0.10
5.181682,0.26,0.96,-0.12
5.182363,0.31,0.94,-0.15
5.184496,0.35,0.92,-0.18
5.189183,0.39,0.89,-0.21
5.191127,0.43,0.87,-0.23
5.194305,0.47,0.84,-0.25
5.194967,0.51,0.81,-0.28
5.197107,0.55,0.77,-0.29
5.199385,0.58,0.74,-0.31
5.206404,0.62,0.70,-0.33
5.207380,0.65,0.66,-0.34
5.207805,0.69,0.62,-0.35
5.209616,0.72,0.58,-0.37
5.212221,0.76,0.53,-0.38
5.216167,0.79,0.49,-0.40
5.218291,0.82,0.44,-0.41
5.219272,0.85,0.40,-0.43
5.230190,0.88,0.36,-0.44
5.231293,0.91,0.32,-0.46
5.231822,0.94,0.29,-0.47
5.232185,0.97,0.25,-0.49
5.232516,1.00,0.22,-0.50
5.233918,1.03,0.19,-0.51
5.258591,1.05,0.16,-0.53
5.259774,1.08,0.13,-0.55
5.260066,1.10,0.10,-0.56
5.260348,1.13,0.09,-0.58
5.260615,1.16,0.08,-0.59
5.260868,1.18,0.07,-0.60
5.261247,1.20,0.06,-0.62
5.261512,1.21,0.04,-0.64
5.261777,1.23,0.03,-0.66
5.262031,1.24,0.04,-0.67
5.262287,1.26,0.05,-0.68
5.264830,1.28,0.05,-0.69
5.266302,1.28,0.05,-0.70
5.269010,1.29,0.05,-0.72
5.275335,1.29,0.04,-0.74
5.276164,1.29,0.05,-0.76
5.278336,1.28,0.07,-0.76
5.279094,1.27,0.08,-0.78
5.280712,1.25,0.09,-0.80
5.283156,1.24,0.08,-0.82
5.289375,1.23,0.10,-0.82
5.290319,1.21,0.12,-0.82
5.292936,1.20,0.13,-0.82
5.293418,1.18,0.13,-0.81
5.295700,1.16,0.10,-0.82
5.300100,1.12,0.08,-0.81
5.302045,1.08,0.09,-0.78
5.303523,1.03,0.09,-0.75
5.307379,0.97,0.09,-0.72
5.308523,0.90,0.09,-0.67
5.312576,0.81,0.11,-0.60
5.314230,0.70,0.11,-0.54
5.315542,0.58,0.08,-0.49
5.317845,0.45,0.06,-0.43
5.322560,0.33,0.08,-0.35
5.324482,0.20,0.09,-0.29
5.327053,0.07,0.08,-0.24
5.328251,-0.06,0.07,-0.20
5.330213,-0.17,0.05,-0.17
5.332746,-0.26,0.04,-0.14
5.339441,-0.34,0.02,-0.10
5.340326,-0.40,0.04,-0.07
5.340752,-0.44,0.09,-0.01
5.342748,-0.46,0.16,0.06
5.345500,-0.47,0.23,0.14
5.351253,-0.46,0.28,0.22
5.351703,-0.44,0.31,0.29
5.363295,-0.42,0.31,0.35
5.364309,-0.39,0.30,0.39
5.364837,-0.36,0.27,0.40
5.365203,-0.32,0.23,0.39
5.365576,-0.29,0.18,0.35
5.365943,-0.25,0.11,0.30
5.367542,-0.21,0.02,0.23
5.384484,-0.17,-0.07,0.16
5.385554,-0.12,-0.13,0.10
5.385830,-0.06,-0.20,0.03
5.386016,-0.01,-0.29,-0.03
5.386291,0.07,-0.37,-0.07
5.386549,0.15,-0.45,-0.11
5.386725,0.23,-0.51,-0.13
5.386905,0.34,-0.55,-0.16
5.389915,0.44,-0.57,-0.19
5.391625,0.56,-0.58,-0.23
5.395877,0.69,-0.59,-0.28
5.398142,0.81,-0.58,-0.33
5.398961,0.94,-0.58,-0.38
5.401559,1.06,-0.59,-0.42
5.405893,1.17,-0.60,-0.46
5.408278,1.26,-0.61,-0.49
5.410495,1.33,-0.62,-0.52
5.411944,1.37,-0.61,-0.53
5.414719,1.40,-0.60,-0.54
5.416770,1.40,-0.58,-0.54
5.422531,1.38,-0.56,-0.53
5.423349,1.34,-0.54,-0.50
5.424485,1.29,-0.53,-0.47
5.426846,1.21,-0.51,-0.43
5.429528,1.12,-0.51,-0.38
5.433077,1.02,-0.51,-0.32
5.434558,0.91,-0.53,-0.27
5.436570,0.81,-0.58,-0.21
5.439648,0.71,-0.63,-0.14
5.442121,0.62,-0.70,-0.07
5.445462,0.55,-0.78,0.02
5.446767,0.48,-0.87,0.10
5.448926,0.42,-0.97,0.17
5.451544,0.37,-1.07,0.24
5.463037,0.33,-1.17,0.30
5.464060,0.29,-1.24,0.36
5.464457,0.26,-1.30,0.42
5.464786,0.24,-1.36,0.48
5.465080,0.23,-1.40,0.53
5.468618,0.23,-1.44,0.57
5.469913,0.23,-1.48,0.61
5.492218,0.24,-1.50,0.62
5.493531,0.26,-1.51,0.62
5.493896,0.28,-1.51,0.60
5.494216,0.30,-1.51,0.56
5.494532,0.31,-1.49,0.51
5.494850,0.34,-1.47,0.45
5.495174,0.36,-1.44,0.38
5.495503,0.39,-1.42,0.31
5.495823,0.43,-1.40,0.24
5.496147,0.47,-1.38,0.16
5.496451,0.52,-1.36,0.07
5.498092,0.57,-1.35,-0.02
5.500653,0.61,-1.32,-0.12
5.506170,0.66,-1.29,-0.22
5.506813,0.70,-1.26,-0.33
5.508167,0.73,-1.23,-0.44
5.510430,0.76,-1.19,-0.55
5.513443,0.78,-1.15,-0.66
5.516817,0.79,-1.10,-0.76
5.519276,0.79,-1.05,-0.86
5.523062,0.79,-1.00,-0.93
5.524067,0.78,-0.96,-0.99
5.525507,0.77,-0.93,-1.01
5.529421,0.76,-0.93,-1.00
5.530796,0.77,-0.94,-0.97
5.532589,0.78,-0.95,-0.91
5.535203,0.81,-0.97,-0.85
5.539800,0.85,-0.99,-0.78
5.540894,0.88,-1.03,-0.70
5.543632,0.92,-1.08,-0.63
5.544922,0.95,-1.14,-0.56
5.548054,0.97,-1.20,-0.48
5.550784,0.99,-1.26,-0.40
5.556486,0.99,-1.31,-0.32
5.557319,0.98,-1.36,-0.24
5.557737,0.97,-1.39,-0.15
5.559780,0.95,-1.41,-0.07
5.564453,0.92,-1.43,0.02
5.565345,0.89,-1.44,0.09
5.567283,0.85,-1.46,0.16
5.570058,0.82,-1.49,0.21
5.573347,0.79,-1.52,0.24
5.576495,0.76,-1.56,0.26
5.578923,0.73,-1.61,0.26
5.580485,0.70,-1.65,0.26
5.581812,0.68,-1.69,0.24
5.584571,0.66,-1.72,0.22
5.598931,0.65,-1.75,0.19
5.599676,0.63,-1.78,0.15
5.599939,0.62,-1.83,0.11
5.600181,0.60,-1.86,0.06
5.600421,0.60,-1.88,0.00
5.600653,0.60,-1.89,-0.05
5.603837,0.60,-1.88,-0.10
5.606587,0.61,-1.87,-0.14
5.607119,0.62,-1.85,-0.18
5.627152,0.61,-1.86,-0.21
5.628075,0.61,-1.87,-0.24
5.628284,0.59,-1.88,-0.27
5.628438,0.57,-1.91,-0.29
5.628586,0.56,-1.92,-0.31
5.628751,0.55,-1.93,-0.32
5.628888,0.55,-1.94,-0.33
5.629026,0.55,-1.95,-0.33
5.629160,0.55,-1.95,-0.33
5.631781,0.56,-1.95,-0.32
5.635484,0.56,-1.97,-0.31
5.639450,0.56,-1.98,-0.31
5.642979,0.56,-2.00,-0.30
5.643127,0.55,-2.03,-0.29
5.644036,0.55,-2.04,-0.27
5.649010,0.53,-2.06,-0.25
5.650776,0.51,-2.06,-0.24
5.652113,0.50,-2.05,-0.22
5.654039,0.49,-2.04,-0.19
5.656923,0.48,-2.04,-0.17
5.662536,0.46,-2.05,-0.15
5.662766,0.44,-2.05,-0.14
5.664912,0.43,-2.05,-0.14
5.666594,0.42,-2.04,-0.15
5.668999,0.41,-2.02,-0.15
5.674023,0.40,-2.01,-0.17
5.675826,0.39,-2.01,-0.18
5.676079,0.37,-2.01,-0.19
5.679147,0.37,-2.02,-0.21
5.681635,0.36,-2.03,-0.22
5.685592,0.34,-2.05,-0.22
5.687407,0.33,-2.06,-0.23
5.689250,0.32,-2.07,-0.24
5.691222,0.30,-2.08,-0.26
5.694030,0.28,-2.07,-0.27
5.697717,0.26,-2.06,-0.29
5.700131,0.24,-2.06,-0.30
5.701579,0.22,-2.07,-0.30
5.703646,0.21,-2.08,-0.30
5.705803,0.21,-2.09,-0.29
5.710164,0.20,-2.10,-0.27
5.711764,0.21,-2.12,-0.25
5.713607,0.20,-2.12,-0.24
5.715898,0.20,-2.12,-0.22
5.718271,0.19,-2.11,-0.20
5.725494,0.19,-2.10,-0.19
5.726064,0.17,-2.10,-0.18
5.726268,0.15,-2.09,-0.17
5.728183,0.14,-2.09,-0.16
5.732848,0.12,-2.09,-0.16
5.733113,0.11,-2.08,-0.16
5.735802,0.09,-2.08,-0.16
5.750054,0.08,-2.08,-0.17
5.750785,0.07,-2.06,-0.17
5.750968,0.06,-2.05,-0.17
5.751141,0.06,-2.04,-0.17
5.751289,0.05,-2.02,-0.17
5.751437,0.05,-2.00,-0.18
5.752343,0.05,-1.98,-0.18
5.758563,0.05,-1.97,-0.18
5.759561,0.05,-1.95,-0.18
5.760379,0.05,-1.93,-0.19
5.762398,0.05,-1.91,-0.19
5.765184,0.05,-1.88,-0.19
5.768945,0.05,-1.85,-0.19
5.772320,0.06,-1.83,-0.20
5.772867,0.06,-1.80,-0.20
5.774589,0.05,-1.77,-0.20
5.776759,0.05,-1.76,-0.21
5.780662,0.05,-1.74,-0.21
5.783265,0.04,-1.72,-0.22
5.784710,0.03,-1.70,-0.22
5.789909,0.02,-1.68,-0.23
5.790705,0.02,-1.67,-0.23
5.793327,0.01,-1.65,-0.24
5.795638,0.01,-1.63,-0.25
5.796969,0.01,-1.61,-0.26
5.801008,0.01,-1.59,-0.27
5.802238,0.01,-1.57,-0.27
5.806130,0.01,-1.55,-0.28
5.807257,0.02,-1.54,-0.28
5.808992,0.02,-1.51,-0.29
5.811939,0.03,-1.49,-0.29
5.814916,0.04,-1.47,-0.29
5.818272,0.05,-1.45,-0.29
5.819482,0.05,-1.43,-0.29
5.823151,0.06,-1.41,-0.30
5.824513,0.06,-1.41,-0.30
5.827636,0.05,-1.41,-0.31
5.830895,0.04,-1.41,-0.31
5.831325,0.03,-1.39,-0.32
5.833758,0.02,-1.38,-0.33
5.836227,0.02,-1.37,-0.34
5.840843,0.02,-1.35,-0.34
5.841883,0.02,-1.34,-0.35
5.843498,0.03,-1.32,-0.36
5.846266,0.03,-1.31,-0.36
5.849503,0.04,-1.30,-0.37
5.853171,0.04,-1.28,-0.38
5.863832,0.04,-1.27,-0.39
5.864803,0.04,-1.25,-0.40
5.865841,0.04,-1.23,-0.41
5.866143,0.05,-1.22,-0.42
5.866408,0.05,-1.22,-0.42
5.866654,0.06,-1.22,-0.42
5.868265,0.07,-1.21,-0.42
5.895451,0.07,-1.20,-0.42
5.897672,0.07,-1.18,-0.41
5.898000,0.08,-1.17,-0.41
5.898244,0.08,-1.15,-0.41
5.898511,0.08,-1.14,-0.41
5.898766,0.07,-1.13,-0.41
5.898977,0.07,-1.12,-0.41
5.899190,0.07,-1.11,-0.41
5.899386,0.07,-1.10,-0.41
5.899577,0.06,-1.09,-0.41
5.899757,0.05,-1.08,-0.41
5.899958,0.05,-1.07,-0.41
5.901376,0.04,-1.06,-0.40
5.903086,0.04,-1.05,-0.40
5.906509,0.03,-1.04,-0.39
5.907400,0.03,-1.04,-0.38
5.911089,0.02,-1.04,-0.38
5.914090,0.02,-1.05,-0.38
5.915691,0.01,-1.06,-0.37
5.917336,-0.00,-1.07,-0.37
5.920103,-0.01,-1.08,-0.37
5.925428,-0.02,-1.09,-0.36
5.926671,-0.03,-1.11,-0.36
5.927478,-0.05,-1.12,-0.36
5.930445,-0.05,-1.13,-0.35
5.932640,-0.06,-1.14,-0.35
5.936913,-0.06,-1.15,-0.34
5.940142,-0.06,-1.15,-0.33
5.941198,-0.07,-1.15,-0.31
5.942350,-0.07,-1.15,-0.30
5.944594,-0.07,-1.14,-0.29
5.949634,-0.08,-1.14,-0.28
5.951122,-0.08,-1.14,-0.26
5.952187,-0.09,-1.13,-0.25
5.956159,-0.11,-1.14,-0.24
5.957265,-0.12,-1.13,-0.22
5.961778,-0.14,-1.13,-0.21
5.962734,-0.15,-1.12,-0.20
5.964431,-0.16,-1.11,-0.19
5.966992,-0.17,-1.09,-0.18
5.969789,-0.18,-1.07,-0.17
5.974198,-0.19,-1.05,-0.15
5.975874,-0.20,-1.01,-0.14
5.977150,-0.21,-0.97,-0.13
5.979526,-0.22,-0.95,-0.12
5.981793,-0.23,-0.93,-0.12
5.985793,-0.25,-0.90,-0.12
5.997274,-0.26,-0.87,-0.11
5.998490,-0.28,-0.83,-0.11
5.999199,-0.30,-0.80,-0.10
5.999950,-0.32,-0.78,-0.10
6.000709,-0.34,-0.75,-0.09
6.001103,-0.35,-0.72,-0.07
6.001757,-0.38,-0.69,-0.05
6.021415,-0.39,-0.65,-0.02
6.022408,-0.39,-0.61,0.02
6.022618,-0.39,-0.55,0.07
6.022830,-0.39,-0.51,0.12
6.023022,-0.39,-0.49,0.16
6.023200,-0.40,-0.46,0.21
6.023395,-0.41,-0.46,0.27
6.023653,-0.43,-0.47,0.31
6.024247,-0.46,-0.49,0.35
6.025833,-0.51,-0.50,0.39
6.028685,-0.56,-0.50,0.43
6.032710,-0.62,-0.51,0.47
6.035564,-0.68,-0.51,0.51
6.036507,-0.74,-0.50,0.54
6.040536,-0.79,-0.48,0.58
6.041475,-0.83,-0.46,0.61
6.045032,-0.88,-0.41,0.64
6.048738,-0.91,-0.37,0.67
6.049576,-0.94,-0.31,0.70
6.050905,-0.97,-0.25,0.73
6.053457,-0.99,-0.19,0.77
6.057622,-1.02,-0.14,0.81
6.059740,-1.04,-0.09,0.84
6.061069,-1.08,-0.04,0.89
6.063576,-1.11,0.00,0.93
6.065755,-1.14,0.03,0.97
6.069982,-1.18,0.05,1.01
6.073702,-1.23,0.07,1.04
6.074630,-1.28,0.07,1.07
6.075699,-1.34,0.07,1.10
6.079379,-1.40,0.06,1.13
6.081742,-1.47,0.05,1.15
6.085614,-1.54,0.04,1.16
6.086032,-1.61,0.02,1.18
6.089611,-1.68,-0.00,1.20
6.091361,-1.75,-0.03,1.21
6.094650,-1.82,-0.04,1.23
6.095687,-1.90,-0.06,1.24
6.099279,-1.97,-0.08,1.26
6.101130,-2.04,-0.10,1.26
6.113222,-2.12,-0.13,1.26
6.114082,-2.17,-0.18,1.26
6.114463,-2.24,-0.22,1.25
6.114845,-2.29,-0.29,1.23
6.115219,-2.34,-0.35,1.21
6.117578,-2.38,-0.40,1.20
6.119571,-2.41,-0.45,1.18
6.143567,-2.43,-0.50,1.16
6.144869,-2.44,-0.53,1.14
6.145096,-2.44,-0.56,1.11
6.145292,-2.43,-0.59,1.09
6.145477,-2.42,-0.60,1.06
6.145673,-2.40,-0.60,1.05
6.145868,-2.37,-0.60,1.02
6.146057,-2.34,-0.60,1.01
6.146242,-2.31,-0.61,0.99
6.146435,-2.27,-0.62,0.98
6.146638,-2.24,-0.63,0.98
6.147436,-2.21,-0.63,0.97
6.149941,-2.18,-0.64,0.97
6.156842,-2.17,-0.64,0.98
6.157758,-2.14,-0.64,0.98
6.158104,-2.12,-0.64,0.99
6.159802,-2.10,-0.65,1.00
6.161946,-2.09,-0.64,1.00
6.165612,-2.08,-0.64,1.01
6.167308,-2.07,-0.64,1.01
6.169849,-2.05,-0.64,1.02
6.174754,-2.04,-0.63,1.02
6.175563,-2.03,-0.61,1.02
6.178513,-2.01,-0.57,1.02
6.179775,-2.00,-0.53,1.02
6.181567,-1.98,-0.49,1.02
6.184274,-1.96,-0.45,1.01
6.189253,-1.95,-0.40,1.01
6.191514,-1.92,-0.36,1.00
6.191987,-1.90,-0.32,0.99
6.194009,-1.87,-0.27,0.97
6.197071,-1.83,-0.23,0.95
6.202205,-1.80,-0.20,0.93
6.202660,-1.76,-0.17,0.90
6.206548,-1.71,-0.14,0.88
6.207409,-1.67,-0.11,0.85
6.209278,-1.63,-0.10,0.83
6.212711,-1.60,-0.09,0.80
6.213990,-1.57,-0.08,0.78
6.215906,-1.54,-0.07,0.76
6.218735,-1.51,-0.07,0.73
6.228463,-1.49,-0.06,0.71
6.229272,-1.47,-0.04,0.68
6.230747,-1.45,-0.03,0.66
6.231078,-1.43,-0.01,0.64
6.231412,-1.41,0.00,0.61
6.233952,-1.40,0.02,0.59
6.255581,-1.39,0.06,0.57
6.256760,-1.37,0.09,0.55
6.257032,-1.36,0.12,0.53
6.257281,-1.35,0.14,0.51
6.257516,-1.34,0.17,0.49
6.257773,-1.33,0.19,0.46
6.258166,-1.32,0.21,0.45
6.258434,-1.31,0.24,0.42
6.258693,-1.29,0.27,0.40
6.258933,-1.29,0.31,0.38
6.262152,-1.27,0.34,0.36
6.263531,-1.25,0.36,0.34
6.265333,-1.23,0.38,0.32
6.267742,-1.21,0.40,0.30
6.274438,-1.20,0.41,0.29
6.275465,-1.18,0.43,0.28
6.276459,-1.16,0.44,0.26
6.278477,-1.14,0.44,0.25
6.280397,-1.12,0.44,0.24
6.283492,-1.10,0.43,0.24
6.286292,-1.09,0.42,0.23
6.290349,-1.07,0.41,0.22
6.291117,-1.05,0.40,0.21
6.293076,-1.03,0.38,0.20
6.297368,-1.00,0.36,0.18
6.300013,-0.98,0.35,0.17
6.300874,-0.96,0.32,0.16
6.302673,-0.92,0.30,0.15
6.306843,-0.90,0.28,0.13
6.309318,-0.87,0.25,0.12
6.311721,-0.83,0.24,0.11
6.312390,-0.81,0.22,0.09
6.315247,-0.78,0.19,0.07
6.317775,-0.74,0.18,0.06
6.322956,-0.71,0.17,0.04
6.323897,-0.67,0.16,0.02
6.325180,-0.64,0.14,-0.00
6.327397,-0.61,0.12,-0.02
6.330571,-0.58,0.10,-0.05
6.334182,-0.54,0.08,-0.07
6.336303,-0.51,0.07,-0.10
6.347824,-0.47,0.05,-0.12
6.349257,-0.44,0.03,-0.15
6.349651,-0.40,0.02,-0.17
6.350133,-0.36,0.00,-0.20
6.350790,-0.32,-0.00,-0.22
6.351045,-0.28,-0.01,-0.25
6.351797,-0.24,-0.02,-0.28
6.369224,-0.21,-0.02,-0.31
6.370299,-0.17,-0.02,-0.34
6.370497,-0.13,-0.02,-0.36
6.370692,-0.10,-0.01,-0.39
6.371112,-0.06,-0.01,-0.41
6.371359,-0.03,-0.00,-0.43
6.371600,0.01,0.00,-0.45
6.373579,0.03,0.01,-0.48
6.374006,0.07,0.00,-0.51
6.376634,0.10,0.01,-0.53
6.380881,0.12,-0.00,-0.56
6.382056,0.15,-0.02,-0.58
6.384584,0.18,-0.03,-0.60
6.386236,0.21,-0.05,-0.62
