time,wx (rad/s),wy (rad/s),wz (rad/s)
1.825189,0.40,-0.20,-0.74
1.828786,0.39,-0.22,-0.75
1.830850,0.39,-0.24,-0.75
1.832305,0.40,-0.28,-0.75
1.834943,0.40,-0.31,-0.75
1.841156,0.39,-0.34,-0.75
1.841491,0.39,-0.37,-0.75
1.842836,0.39,-0.40,-0.74
1.843902,0.39,-0.42,-0.74
1.846798,0.38,-0.45,-0.74
1.850327,0.38,-0.46,-0.73
1.864430,0.38,-0.48,-0.73
1.864896,0.37,-0.49,-0.72
1.865061,0.38,-0.50,-0.72
1.865222,0.38,-0.50,-0.71
1.865378,0.38,-0.50,-0.71
1.865527,0.38,-0.49,-0.70
1.866769,0.39,-0.48,-0.70
1.868911,0.39,-0.47,-0.69
1.871163,0.40,-0.46,-0.69
1.875800,0.40,-0.45,-0.68
1.877463,0.40,-0.44,-0.68
1.879290,0.39,-0.43,-0.68
1.880727,0.38,-0.42,-0.67
1.884897,0.37,-0.41,-0.67
1.889132,0.36,-0.40,-0.67
1.889463,0.35,-0.39,-0.67
1.891255,0.34,-0.38,-0.67
1.893981,0.33,-0.38,-0.67
1.896962,0.33,-0.38,-0.68
1.900233,0.31,-0.38,-0.68
1.902264,0.31,-0.38,-0.68
1.904253,0.30,-0.37,-0.69
1.906274,0.29,-0.37,-0.69
1.908396,0.28,-0.37,-0.70
1.913628,0.28,-0.38,-0.70
1.914054,0.27,-0.39,-0.70
1.916287,0.27,-0.40,-0.70
1.918854,0.27,-0.41,-0.69
1.922165,0.27,-0.42,-0.69
1.925033,0.27,-0.44,-0.68
1.926811,0.27,-0.46,-0.68
1.928137,0.27,-0.47,-0.67
1.931505,0.27,-0.49,-0.66
1.934225,0.27,-0.51,-0.65
1.936710,0.26,-0.52,-0.64
1.942826,0.25,-0.54,-0.63
1.943171,0.25,-0.56,-0.62
1.943352,0.24,-0.57,-0.61
1.947489,0.24,-0.59,-0.61
1.949929,0.24,-0.60,-0.60
1.951213,0.25,-0.61,-0.59
1.952922,0.24,-0.62,-0.59
1.972263,0.24,-0.62,-0.59
1.972872,0.24,-0.61,-0.58
1.973047,0.24,-0.61,-0.58
1.973188,0.24,-0.61,-0.58
1.973335,0.23,-0.61,-0.58
1.973481,0.22,-0.60,-0.58
1.973628,0.21,-0.59,-0.58
1.973767,0.21,-0.58,-0.57
1.978131,0.20,-0.56,-0.57
1.978526,0.20,-0.55,-0.57
1.980267,0.19,-0.54,-0.57
1.984230,0.18,-0.53,-0.57
1.986476,0.17,-0.51,-0.56
1.986681,0.16,-0.49,-0.55
2.001029,0.15,-0.47,-0.54
2.001511,0.14,-0.45,-0.54
2.001682,0.13,-0.43,-0.54
2.001843,0.14,-0.42,-0.54
2.002105,0.14,-0.41,-0.53
2.002259,0.14,-0.40,-0.53
2.012606,0.13,-0.39,-0.52
2.013004,0.13,-0.38,-0.52
2.013168,0.12,-0.37,-0.51
2.013332,0.11,-0.36,-0.50
2.014998,0.10,-0.35,-0.49
2.017674,0.09,-0.34,-0.49
2.030317,0.09,-0.33,-0.48
2.030742,0.08,-0.32,-0.47
2.030927,0.06,-0.30,-0.46
2.031092,0.06,-0.29,-0.45
2.031245,0.05,-0.27,-0.44
2.033716,0.04,-0.26,-0.42
2.035403,0.03,-0.25,-0.41
2.048912,0.03,-0.24,-0.39
2.049328,0.03,-0.24,-0.37
2.049500,0.02,-0.25,-0.35
2.049655,0.02,-0.26,-0.33
2.049803,0.02,-0.28,-0.31
2.049949,0.02,-0.30,-0.29
2.052119,0.03,-0.33,-0.27
2.061476,0.03,-0.36,-0.26
2.062173,0.04,-0.39,-0.24
2.062521,0.05,-0.41,-0.23
2.062905,0.06,-0.44,-0.22
2.063357,0.06,-0.45,-0.21
2.067918,0.07,-0.46,-0.21
2.086297,0.08,-0.46,-0.20
2.087149,0.08,-0.46,-0.19
2.087875,0.09,-0.45,-0.18
2.088128,0.10,-0.44,-0.18
2.088331,0.11,-0.42,-0.17
2.088537,0.12,-0.40,-0.16
2.088745,0.12,-0.38,-0.15
2.088950,0.13,-0.35,-0.14
2.112861,0.14,-0.33,-0.13
2.113673,0.15,-0.31,-0.12
2.113873,0.15,-0.28,-0.11
2.114028,0.16,-0.27,-0.10
2.114182,0.15,-0.25,-0.09
2.114334,0.15,-0.24,-0.08
2.114480,0.15,-0.23,-0.07
2.114630,0.14,-0.22,-0.06
2.114781,0.13,-0.21,-0.05
2.114931,0.12,-0.20,-0.04
2.115075,0.11,-0.18,-0.04
2.117300,0.09,-0.17,-0.03
2.119478,0.08,-0.16,-0.03
2.121105,0.07,-0.14,-0.02
2.123399,0.05,-0.13,-0.02
2.126917,0.03,-0.12,-0.02
2.130562,0.02,-0.11,-0.01
2.130814,0.00,-0.10,-0.01
2.133538,-0.01,-0.09,-0.01
2.135815,-0.03,-0.08,-0.00
2.142219,-0.05,-0.08,0.00
2.142714,-0.07,-0.07,0.00
2.143478,-0.08,-0.06,0.01
2.145071,-0.11,-0.05,0.01
2.148366,-0.12,-0.03,0.01
2.152180,-0.13,-0.02,0.02
2.154150,-0.14,-0.01,0.02
2.156043,-0.15,-0.01,0.03
2.157680,-0.15,-0.00,0.05
2.160843,-0.16,-0.00,0.06
2.164908,-0.15,-0.01,0.07
2.166940,-0.16,-0.01,0.09
2.168613,-0.15,-0.01,0.11
2.172824,-0.15,-0.01,0.12
2.173250,-0.14,-0.01,0.14
2.176866,-0.14,-0.01,0.15
2.179305,-0.14,-0.00,0.17
2.179523,-0.13,-0.00,0.18
2.183419,-0.13,0.01,0.19
2.185292,-0.12,0.01,0.20
2.188786,-0.12,0.02,0.22
2.190949,-0.11,0.02,0.23
2.192297,-0.10,0.02,0.23
2.196138,-0.08,0.02,0.24
2.197715,-0.08,0.03,0.25
2.202001,-0.06,0.03,0.25
2.203173,-0.05,0.04,0.26
2.208883,-0.05,0.05,0.27
2.209659,-0.04,0.05,0.28
2.210218,-0.04,0.06,0.29
2.213115,-0.05,0.06,0.29
2.214509,-0.05,0.06,0.30
2.216563,-0.06,0.06,0.30
2.219470,-0.07,0.06,0.31
2.229735,-0.08,0.06,0.31
2.230357,-0.09,0.06,0.31
2.230522,-0.10,0.06,0.31
2.230666,-0.12,0.06,0.31
2.231485,-0.13,0.06,0.31
2.235912,-0.15,0.06,0.31
2.238162,-0.15,0.06,0.32
2.239778,-0.17,0.07,0.32
2.241462,-0.18,0.08,0.32
2.244230,-0.18,0.08,0.32
2.247742,-0.19,0.09,0.32
2.250696,-0.20,0.09,0.32
2.250897,-0.20,0.10,0.32
2.253390,-0.21,0.11,0.32
2.256717,-0.22,0.12,0.32
2.260277,-0.22,0.13,0.31
2.263147,-0.22,0.14,0.31
2.263351,-0.23,0.15,0.31
2.266524,-0.22,0.16,0.31
2.269966,-0.22,0.17,0.30
2.272893,-0.21,0.18,0.31
2.275675,-0.21,0.18,0.31
2.276103,-0.21,0.18,0.31
2.279417,-0.20,0.18,0.32
2.281668,-0.20,0.18,0.32
2.285514,-0.20,0.18,0.33
2.287288,-0.20,0.18,0.34
2.289596,-0.21,0.18,0.35
2.290879,-0.22,0.18,0.36
2.294257,-0.23,0.19,0.37
2.297739,-0.23,0.19,0.38
2.300009,-0.24,0.19,0.40
2.301578,-0.25,0.20,0.41
2.304539,-0.26,0.20,0.42
2.307078,-0.26,0.21,0.43
2.310077,-0.26,0.21,0.44
2.311718,-0.26,0.20,0.45
2.313489,-0.26,0.20,0.45
2.315610,-0.26,0.20,0.46
2.320296,-0.27,0.20,0.46
2.322591,-0.27,0.19,0.47
2.323203,-0.28,0.18,0.47
2.325907,-0.28,0.17,0.47
2.329121,-0.28,0.15,0.47
2.333283,-0.29,0.13,0.47
2.334916,-0.29,0.12,0.48
2.335140,-0.29,0.11,0.48
2.338677,-0.29,0.09,0.48
2.339960,-0.30,0.08,0.48
2.344260,-0.30,0.07,0.48
2.345275,-0.30,0.07,0.48
2.348199,-0.31,0.07,0.49
2.350232,-0.31,0.06,0.49
2.362121,-0.31,0.06,0.49
2.363074,-0.32,0.07,0.49
2.363457,-0.32,0.07,0.49
2.363942,-0.33,0.07,0.50
2.364265,-0.33,0.08,0.50
2.364488,-0.33,0.08,0.50
2.368740,-0.34,0.08,0.50
2.386571,-0.34,0.09,0.50
2.387925,-0.34,0.09,0.49
2.388304,-0.35,0.10,0.49
2.388604,-0.35,0.10,0.49
2.388828,-0.35,0.11,0.49
2.389061,-0.36,0.11,0.49
2.389298,-0.37,0.11,0.49
2.389531,-0.38,0.10,0.50
2.389761,-0.38,0.09,0.50
2.392853,-0.39,0.08,0.50
2.395055,-0.39,0.07,0.51
2.396313,-0.40,0.05,0.51
2.399249,-0.40,0.04,0.52
2.405235,-0.41,0.02,0.53
2.406947,-0.41,0.01,0.53
2.408697,-0.42,-0.01,0.54
2.409252,-0.42,-0.03,0.55
2.411940,-0.42,-0.05,0.55
2.415423,-0.42,-0.06,0.56
2.417919,-0.42,-0.07,0.57
2.421768,-0.42,-0.09,0.57
2.422452,-0.43,-0.09,0.57
2.424045,-0.43,-0.10,0.58
2.427753,-0.43,-0.11,0.58
2.430008,-0.43,-0.11,0.58
2.431257,-0.43,-0.11,0.58
2.433725,-0.44,-0.11,0.57
2.437470,-0.44,-0.11,0.57
2.440160,-0.44,-0.12,0.57
2.443383,-0.44,-0.12,0.57
2.443814,-0.43,-0.12,0.57
2.446444,-0.43,-0.12,0.57
2.448737,-0.43,-0.12,0.57
2.452624,-0.42,-0.12,0.57
2.455928,-0.42,-0.12,0.56
2.456831,-0.41,-0.12,0.56
2.458604,-0.41,-0.12,0.56
2.461573,-0.41,-0.12,0.55
2.464804,-0.40,-0.12,0.55
2.467189,-0.40,-0.12,0.54
2.468593,-0.40,-0.12,0.54
2.472258,-0.40,-0.12,0.53
2.473770,-0.40,-0.12,0.53
2.477859,-0.40,-0.12,0.53
2.479252,-0.40,-0.12,0.53
2.480683,-0.40,-0.12,0.53
2.483192,-0.40,-0.11,0.53
2.488058,-0.40,-0.11,0.53
2.489947,-0.40,-0.11,0.53
2.491584,-0.40,-0.10,0.53
2.493130,-0.40,-0.10,0.53
2.495487,-0.41,-0.09,0.54
2.499865,-0.41,-0.09,0.54
2.501904,-0.42,-0.08,0.54
2.513013,-0.42,-0.07,0.55
2.514079,-0.42,-0.07,0.55
2.514768,-0.42,-0.07,0.56
2.515363,-0.43,-0.07,0.56
2.515632,-0.43,-0.07,0.57
2.515876,-0.43,-0.08,0.57
2.517802,-0.43,-0.08,0.58
2.538055,-0.44,-0.09,0.58
2.539409,-0.44,-0.10,0.59
2.539641,-0.45,-0.10,0.60
2.539833,-0.45,-0.11,0.60
2.540018,-0.46,-0.11,0.61
2.540206,-0.46,-0.12,0.61
2.540390,-0.47,-0.13,0.61
2.540571,-0.48,-0.13,0.62
2.540757,-0.48,-0.13,0.62
2.542693,-0.47,-0.14,0.62
2.544822,-0.48,-0.14,0.62
2.548659,-0.48,-0.13,0.62
2.551239,-0.48,-0.13,0.62
2.552371,-0.47,-0.13,0.62
2.557194,-0.47,-0.13,0.62
2.558146,-0.46,-0.13,0.61
2.561175,-0.45,-0.13,0.61
2.563174,-0.45,-0.12,0.60
2.564843,-0.44,-0.12,0.60
2.567218,-0.43,-0.12,0.59
2.573035,-0.41,-0.12,0.59
2.574333,-0.40,-0.12,0.58
2.575274,-0.39,-0.12,0.57
2.577284,-0.37,-0.12,0.57
2.579468,-0.36,-0.11,0.56
2.583178,-0.34,-0.11,0.55
2.586157,-0.32,-0.11,0.54
2.589988,-0.30,-0.11,0.54
2.590826,-0.28,-0.11,0.53
2.591850,-0.26,-0.11,0.52
2.595501,-0.24,-0.12,0.51
2.598992,-0.23,-0.12,0.50
2.600890,-0.21,-0.12,0.50
2.602929,-0.19,-0.12,0.49
2.605693,-0.19,-0.11,0.48
2.608621,-0.17,-0.10,0.47
2.611041,-0.17,-0.09,0.46
2.611252,-0.16,-0.09,0.45
2.615612,-0.15,-0.08,0.44
2.617238,-0.14,-0.07,0.43
2.620291,-0.13,-0.06,0.41
2.626208,-0.13,-0.05,0.40
2.626778,-0.12,-0.05,0.40
2.626967,-0.12,-0.04,0.38
2.629092,-0.12,-0.04,0.38
2.632816,-0.12,-0.04,0.36
2.635260,-0.12,-0.04,0.35
2.636385,-0.13,-0.04,0.34
2.651247,-0.13,-0.04,0.32
2.652109,-0.14,-0.03,0.31
2.652315,-0.15,-0.03,0.29
2.652473,-0.16,-0.03,0.28
2.652628,-0.17,-0.03,0.26
2.652773,-0.17,-0.03,0.24
2.655159,-0.17,-0.03,0.23
2.657858,-0.16,-0.03,0.21
2.659497,-0.16,-0.04,0.19
2.660893,-0.15,-0.04,0.18
2.664361,-0.14,-0.04,0.16
2.667111,-0.13,-0.04,0.15
2.670195,-0.12,-0.04,0.13
2.672587,-0.11,-0.03,0.12
2.674260,-0.10,-0.03,0.11
2.676400,-0.09,-0.02,0.09
2.680226,-0.08,-0.02,0.08
2.682425,-0.06,-0.02,0.07
2.684267,-0.05,-0.02,0.06
2.686132,-0.03,-0.02,0.04
2.688177,-0.02,-0.01,0.03
2.693345,-0.00,-0.01,0.02
2.695071,0.02,-0.01,0.01
2.695288,0.04,-0.01,0.00
2.698717,0.05,-0.01,-0.01
2.701465,0.07,0.00,-0.02
2.706228,0.08,0.01,-0.03
2.706727,0.10,0.02,-0.04
2.708932,0.11,0.02,-0.05
2.711070,0.13,0.03,-0.06
2.713925,0.14,0.03,-0.07
2.717261,0.15,0.04,-0.08
2.720005,0.16,0.05,-0.09
2.722683,0.18,0.05,-0.10
2.723102,0.19,0.06,-0.12
2.726222,0.20,0.07,-0.13
2.729981,0.20,0.07,-0.14
2.732068,0.21,0.08,-0.14
2.732297,0.22,0.08,-0.15
2.735850,0.22,0.09,-0.16
2.741698,0.23,0.09,-0.17
2.742268,0.23,0.10,-0.18
2.743820,0.24,0.11,-0.19
2.744728,0.24,0.12,-0.20
2.748249,0.24,0.13,-0.21
2.750533,0.24,0.14,-0.22
2.765030,0.24,0.15,-0.23
2.765744,0.23,0.16,-0.24
2.765921,0.24,0.17,-0.26
2.766079,0.25,0.18,-0.27
2.766244,0.25,0.19,-0.28
2.766386,0.25,0.20,-0.29
2.767905,0.26,0.20,-0.30
2.770160,0.27,0.21,-0.31
2.774903,0.27,0.21,-0.32
2.776346,0.28,0.21,-0.33
2.778654,0.29,0.21,-0.34
2.780282,0.30,0.21,-0.35
2.782365,0.31,0.20,-0.36
2.784912,0.31,0.20,-0.37
2.788215,0.33,0.20,-0.38
2.793049,0.33,0.20,-0.39
2.793253,0.35,0.19,-0.40
2.794976,0.35,0.19,-0.41
2.797227,0.36,0.19,-0.42
2.801534,0.37,0.18,-0.43
2.804597,0.38,0.18,-0.44
2.805050,0.39,0.18,-0.45
2.806708,0.40,0.17,-0.46
2.810309,0.41,0.16,-0.46
2.814092,0.41,0.16,-0.47
2.815742,0.42,0.16,-0.47
2.817408,0.43,0.15,-0.48
2.819660,0.44,0.15,-0.49
2.821179,0.45,0.15,-0.49
2.826356,0.45,0.14,-0.50
2.826590,0.45,0.14,-0.51
2.829837,0.46,0.14,-0.52
2.832186,0.46,0.14,-0.52
2.834485,0.46,0.14,-0.53
2.839035,0.46,0.13,-0.54
2.841003,0.46,0.13,-0.55
2.841229,0.45,0.14,-0.56
2.844988,0.45,0.14,-0.57
2.847661,0.45,0.14,-0.59
2.850908,0.45,0.14,-0.60
2.852552,0.45,0.15,-0.61
2.857945,0.45,0.15,-0.62
2.858499,0.45,0.14,-0.63
2.860080,0.44,0.14,-0.64
2.865655,0.45,0.14,-0.65
2.866023,0.45,0.13,-0.65
2.866250,0.45,0.13,-0.66
2.868467,0.46,0.12,-0.66
2.880165,0.47,0.12,-0.67
2.880825,0.47,0.12,-0.67
2.881006,0.47,0.12,-0.67
2.881149,0.48,0.12,-0.68
2.881299,0.48,0.12,-0.68
2.884437,0.49,0.12,-0.68
2.888917,0.49,0.12,-0.68
2.889359,0.49,0.12,-0.69
2.891047,0.50,0.11,-0.69
2.893424,0.50,0.11,-0.70
2.897293,0.50,0.12,-0.70
2.900460,0.51,0.11,-0.70
2.900893,0.51,0.12,-0.71
2.903257,0.50,0.12,-0.71
2.905087,0.50,0.12,-0.72
2.912156,0.49,0.13,-0.72
2.912663,0.48,0.13,-0.72
2.912841,0.48,0.13,-0.73
2.916287,0.47,0.13,-0.74
2.918506,0.46,0.13,-0.74
2.922931,0.46,0.13,-0.75
2.925394,0.45,0.12,-0.75
2.925618,0.45,0.11,-0.76
2.928394,0.44,0.10,-0.76
2.931053,0.44,0.09,-0.77
2.934648,0.44,0.07,-0.77
2.936176,0.43,0.06,-0.77
2.939692,0.43,0.04,-0.78
2.940146,0.42,0.03,-0.78
2.944816,0.43,0.02,-0.78
2.946849,0.42,0.01,-0.78
2.948678,0.41,-0.00,-0.78
2.950965,0.40,-0.01,-0.78
2.953136,0.39,-0.02,-0.78
2.957939,0.37,-0.04,-0.77
2.958486,0.35,-0.05,-0.77
2.960516,0.34,-0.07,-0.77
2.963414,0.33,-0.08,-0.76
2.965133,0.32,-0.10,-0.75
2.968374,0.32,-0.12,-0.75
2.978163,0.32,-0.14,-0.74
2.978836,0.33,-0.15,-0.73
2.979119,0.34,-0.17,-0.72
2.979324,0.36,-0.18,-0.71
2.980517,0.37,-0.19,-0.71
2.982489,0.38,-0.20,-0.70
2.983751,0.39,-0.21,-0.70
2.999313,0.40,-0.22,-0.71
3.000052,0.40,-0.22,-0.71
3.000232,0.41,-0.23,-0.71
3.000387,0.41,-0.23,-0.71
3.000568,0.41,-0.24,-0.72
3.000717,0.42,-0.24,-0.72
3.001497,0.42,-0.23,-0.73
3.004846,0.43,-0.23,-0.73
3.007824,0.43,-0.22,-0.74
3.008627,0.43,-0.21,-0.75
3.011569,0.42,-0.21,-0.76
3.014757,0.42,-0.20,-0.76
3.018069,0.41,-0.20,-0.77
3.019702,0.41,-0.19,-0.78
3.025101,0.40,-0.19,-0.78
3.025614,0.39,-0.19,-0.79
3.027452,0.39,-0.19,-0.79
3.029777,0.38,-0.20,-0.79
3.032614,0.38,-0.21,-0.79
3.034225,0.37,-0.23,-0.79
3.036492,0.36,-0.24,-0.78
3.039455,0.35,-0.26,-0.78
3.045347,0.34,-0.26,-0.78
3.045792,0.33,-0.25,-0.78
3.046819,0.31,-0.23,-0.77
3.057794,0.30,-0.23,-0.77
3.058123,0.29,-0.23,-0.76
3.058267,0.29,-0.23,-0.75
3.058399,0.28,-0.22,-0.74
3.058529,0.28,-0.21,-0.72
3.061306,0.29,-0.20,-0.71
3.063940,0.28,-0.20,-0.69
3.067193,0.29,-0.21,-0.68
3.068610,0.29,-0.21,-0.65
3.071267,0.29,-0.22,-0.63
3.073828,0.29,-0.22,-0.60
3.077001,0.29,-0.23,-0.58
3.079898,0.28,-0.24,-0.55
3.081271,0.27,-0.25,-0.53
3.083909,0.27,-0.27,-0.51
3.086329,0.27,-0.30,-0.48
3.089876,0.26,-0.32,-0.46
3.092940,0.26,-0.33,-0.44
3.093160,0.26,-0.34,-0.41
3.096438,0.26,-0.35,-0.39
3.099633,0.25,-0.36,-0.37
3.102278,0.24,-0.36,-0.35
3.103739,0.24,-0.35,-0.33
3.105680,0.22,-0.34,-0.32
3.108434,0.21,-0.33,-0.30
3.111245,0.20,-0.32,-0.29
3.114620,0.19,-0.31,-0.28
3.116910,0.17,-0.30,-0.26
3.118440,0.16,-0.29,-0.25
3.122977,0.15,-0.28,-0.24
3.124162,0.15,-0.27,-0.22
3.126440,0.14,-0.27,-0.21
3.128226,0.14,-0.27,-0.20
3.130496,0.14,-0.26,-0.19
3.133278,0.13,-0.26,-0.18
3.136732,0.13,-0.25,-0.16
3.142353,0.13,-0.25,-0.15
3.142857,0.12,-0.25,-0.14
3.143032,0.12,-0.24,-0.12
3.144944,0.11,-0.24,-0.11
3.149421,0.11,-0.22,-0.10
3.151512,0.10,-0.21,-0.09
3.153203,0.10,-0.20,-0.09
3.179311,0.09,-0.20,-0.08
3.180044,0.09,-0.19,-0.08
3.180212,0.09,-0.19,-0.07
3.180357,0.09,-0.19,-0.07
3.180502,0.08,-0.19,-0.07
3.180656,0.08,-0.18,-0.06
3.180817,0.08,-0.18,-0.05
3.180964,0.07,-0.18,-0.05
3.181111,0.06,-0.18,-0.05
3.181257,0.05,-0.17,-0.04
3.181408,0.04,-0.17,-0.04
3.181552,0.04,-0.16,-0.03
3.186412,0.02,-0.14,-0.03
3.192589,0.02,-0.13,-0.03
3.192935,0.00,-0.11,-0.03
3.193100,0.00,-0.09,-0.02
3.194649,-0.01,-0.08,-0.01
3.199260,-0.02,-0.08,-0.01
3.200847,-0.03,-0.07,0.00
3.202336,-0.04,-0.08,0.01
3.203878,-0.04,-0.08,0.02
3.210794,-0.05,-0.08,0.03
3.211887,-0.05,-0.08,0.04
3.212135,-0.06,-0.07,0.05
3.214705,-0.07,-0.06,0.06
3.217298,-0.08,-0.05,0.06
3.221950,-0.09,-0.04,0.07
3.222351,-0.10,-0.02,0.08
3.224474,-0.11,-0.01,0.09
3.227236,-0.12,-0.00,0.10
3.229983,-0.13,0.01,0.12
3.233242,-0.14,0.01,0.13
3.235876,-0.14,0.02,0.14
3.236095,-0.15,0.01,0.16
3.238745,-0.15,0.01,0.17
3.242939,-0.16,0.01,0.19
3.246247,-0.16,0.00,0.20
3.247908,-0.16,-0.01,0.22
3.249510,-0.16,-0.01,0.23
3.251715,-0.16,-0.01,0.24
3.256104,-0.16,-0.02,0.25
3.258240,-0.16,-0.02,0.27
3.260227,-0.15,-0.02,0.28
3.261775,-0.15,-0.01,0.29
3.263744,-0.16,-0.01,0.30
3.266224,-0.16,0.00,0.30
3.270310,-0.16,0.01,0.32
3.276220,-0.16,0.01,0.32
3.277080,-0.16,0.02,0.33
3.277340,-0.16,0.03,0.34
3.277684,-0.17,0.03,0.34
3.281776,-0.17,0.03,0.35
3.283663,-0.18,0.03,0.35
3.284963,-0.19,0.03,0.36
3.296882,-0.20,0.03,0.36
3.297682,-0.20,0.02,0.36
3.297898,-0.20,0.02,0.37
3.298053,-0.21,0.01,0.37
3.298217,-0.21,0.00,0.37
3.300162,-0.22,0.00,0.37
3.303484,-0.22,-0.00,0.38
3.306926,-0.24,-0.01,0.38
3.307952,-0.24,-0.01,0.39
3.310410,-0.25,-0.01,0.39
3.313447,-0.25,-0.00,0.39
3.316876,-0.26,-0.00,0.40
3.319697,-0.25,-0.01,0.41
3.319929,-0.26,-0.01,0.41
3.323651,-0.26,-0.00,0.42
3.326061,-0.27,-0.00,0.42
3.330118,-0.27,0.00,0.43
3.331742,-0.28,0.01,0.44
3.331959,-0.28,0.01,0.44
3.336100,-0.29,0.01,0.45
3.337660,-0.29,0.01,0.45
3.341449,-0.29,0.02,0.46
3.344872,-0.29,0.02,0.47
3.345114,-0.29,0.03,0.47
3.349147,-0.30,0.03,0.48
3.349366,-0.30,0.04,0.49
3.353977,-0.30,0.05,0.50
3.356618,-0.31,0.06,0.51
3.357129,-0.31,0.07,0.51
3.361188,-0.33,0.08,0.52
3.362878,-0.34,0.09,0.53
3.367089,-0.35,0.11,0.53
3.369062,-0.36,0.12,0.54
3.369282,-0.37,0.13,0.54
3.375258,-0.39,0.14,0.55
3.375829,-0.40,0.14,0.55
3.378919,-0.41,0.15,0.56
3.380979,-0.42,0.14,0.56
3.381174,-0.43,0.13,0.57
3.384418,-0.44,0.12,0.58
3.388000,-0.45,0.11,0.58
3.390495,-0.45,0.09,0.59
3.391754,-0.46,0.08,0.60
3.393892,-0.46,0.06,0.61
3.396743,-0.46,0.04,0.61
3.399969,-0.46,0.03,0.62
3.402031,-0.46,0.02,0.62
3.406293,-0.46,0.01,0.63
3.406892,-0.45,-0.00,0.63
3.408892,-0.45,-0.01,0.63
3.412740,-0.45,-0.01,0.63
3.414954,-0.45,-0.00,0.63
3.415951,-0.45,-0.00,0.63
3.418385,-0.45,0.00,0.63
3.428031,-0.45,0.01,0.64
3.428804,-0.45,0.01,0.64
3.429100,-0.45,0.02,0.64
3.429402,-0.45,0.02,0.65
3.431066,-0.45,0.02,0.65
3.433425,-0.45,0.01,0.65
3.455259,-0.45,0.01,0.65
3.456435,-0.45,0.01,0.65
3.456752,-0.45,0.00,0.65
3.457026,-0.45,-0.00,0.65
3.457370,-0.47,-0.00,0.65
3.457807,-0.47,-0.00,0.65
3.458207,-0.47,-0.00,0.65
3.458485,-0.48,-0.00,0.65
3.458729,-0.48,-0.01,0.65
3.458996,-0.48,-0.01,0.65
3.462126,-0.49,-0.02,0.65
3.464248,-0.49,-0.02,0.65
3.465161,-0.49,-0.03,0.65
3.468233,-0.50,-0.03,0.65
3.472696,-0.50,-0.03,0.64
3.474684,-0.50,-0.04,0.64
3.476237,-0.51,-0.04,0.64
3.477960,-0.51,-0.04,0.63
3.480305,-0.52,-0.04,0.63
3.484021,-0.52,-0.04,0.63
3.489547,-0.53,-0.04,0.62
3.490541,-0.53,-0.04,0.62
3.490916,-0.53,-0.05,0.61
3.492587,-0.53,-0.05,0.61
3.496635,-0.52,-0.05,0.61
3.497754,-0.53,-0.06,0.61
3.501769,-0.52,-0.06,0.61
3.502423,-0.52,-0.07,0.61
3.505571,-0.51,-0.07,0.61
3.509296,-0.51,-0.07,0.61
3.511066,-0.51,-0.07,0.62
3.512320,-0.50,-0.07,0.62
3.515197,-0.50,-0.07,0.62
3.517353,-0.49,-0.07,0.62
3.530177,-0.49,-0.06,0.62
3.531242,-0.48,-0.06,0.63
3.531424,-0.47,-0.06,0.63
3.531591,-0.47,-0.05,0.63
3.531752,-0.46,-0.05,0.63
3.533729,-0.45,-0.05,0.64
3.536630,-0.44,-0.05,0.64
3.549360,-0.44,-0.05,0.64
3.550330,-0.43,-0.05,0.64
3.550527,-0.42,-0.06,0.65
3.550699,-0.42,-0.06,0.65
3.550867,-0.41,-0.06,0.65
3.551098,-0.41,-0.07,0.65
3.559299,-0.41,-0.07,0.66
3.559762,-0.41,-0.07,0.66
3.559888,-0.40,-0.08,0.66
3.560020,-0.40,-0.08,0.65
3.562339,-0.40,-0.08,0.65
3.563612,-0.40,-0.09,0.65
3.566516,-0.40,-0.09,0.65
3.570514,-0.40,-0.09,0.65
3.573681,-0.39,-0.09,0.65
3.574544,-0.39,-0.09,0.65
3.576121,-0.38,-0.09,0.65
3.581176,-0.37,-0.09,0.65
3.583804,-0.37,-0.08,0.64
3.585139,-0.36,-0.07,0.64
3.587117,-0.36,-0.06,0.63
3.590195,-0.35,-0.04,0.62
3.593535,-0.34,-0.03,0.62
3.596243,-0.34,-0.02,0.61
3.596475,-0.34,-0.01,0.60
3.599355,-0.33,-0.01,0.59
3.601904,-0.33,-0.01,0.59
3.606017,-0.31,-0.01,0.58
3.607376,-0.30,-0.01,0.56
3.609661,-0.29,-0.02,0.56
3.611892,-0.29,-0.02,0.54
3.614237,-0.28,-0.02,0.53
3.618003,-0.27,-0.03,0.52
3.622740,-0.26,-0.03,0.50
3.623226,-0.25,-0.03,0.48
3.623433,-0.25,-0.02,0.46
3.626804,-0.24,-0.02,0.45
3.630731,-0.24,-0.02,0.42
3.633227,-0.23,-0.01,0.40
3.633430,-0.22,0.01,0.38
3.636718,-0.21,0.02,0.36
3.641957,-0.20,0.03,0.34
3.642714,-0.19,0.04,0.31
3.644530,-0.17,0.05,0.29
3.645352,-0.15,0.06,0.27
3.647883,-0.14,0.07,0.24
3.650324,-0.13,0.07,0.22
3.663482,-0.11,0.07,0.20
3.664171,-0.10,0.07,0.18
3.664349,-0.09,0.07,0.16
3.664507,-0.08,0.06,0.15
3.664662,-0.07,0.06,0.13
3.666391,-0.07,0.06,0.12
3.670431,-0.06,0.05,0.11
3.672229,-0.05,0.05,0.10
