time,gFx,gFy,gFz,TgF
0.008104375,-0.0034,0.4817,0.8989,1.020
0.009675625,-0.0056,0.4835,0.8998,1.022
0.010316302,-0.0090,0.4817,0.8984,1.019
0.010919219,-0.0105,0.4854,0.8994,1.022
0.011611667,-0.0114,0.4835,0.8986,1.020
0.012094375,-0.0119,0.4839,0.9006,1.022
0.012559948,-0.0134,0.4847,0.9011,1.023
0.013033802,-0.0139,0.4839,0.9015,1.023
0.01349401,-0.0136,0.4866,0.9035,1.026
0.01412,-0.0139,0.4857,0.9008,1.023
0.014440469,-0.0151,0.4854,0.9025,1.025
0.014736198,-0.0119,0.4859,0.9015,1.024
0.015043125,-0.0107,0.4844,0.9013,1.023
0.015341302,-0.0087,0.4859,0.8996,1.022
0.015639531,-0.0083,0.4849,0.8979,1.020
0.015937448,-0.0063,0.4827,0.8979,1.019
0.016237708,-0.0065,0.4854,0.8950,1.018
0.016531719,-0.0041,0.4852,0.8928,1.016
0.016824375,-0.0039,0.4849,0.8928,1.016
0.022351094,-0.0039,0.4854,0.8906,1.014
0.023111354,-0.0056,0.4881,0.8891,1.014
0.02383849,-0.0017,0.4866,0.8888,1.013
0.026978021,-0.0002,0.4881,0.8874,1.013
0.029402604,-0.0002,0.4881,0.8862,1.012
0.031273125,-0.0029,0.4888,0.8832,1.009
0.036501615,-0.0029,0.4871,0.8803,1.006
0.037074219,-0.0019,0.4888,0.8822,1.009
0.039144062,-0.0029,0.4861,0.8815,1.007
0.041305833,-0.0017,0.4857,0.8798,1.005
0.043484219,-0.0046,0.4871,0.8798,1.006
0.04598776,-0.0051,0.4857,0.8803,1.005
0.049417552,-0.0048,0.4876,0.8820,1.008
0.051187031,-0.0061,0.4879,0.8774,1.004
0.054083385,-0.0053,0.4879,0.8801,1.006
0.056329948,-0.0061,0.4883,0.8786,1.005
0.058983698,-0.0048,0.4876,0.8801,1.006
0.061047031,-0.0048,0.4879,0.8791,1.005
0.063569844,-0.0039,0.4891,0.8808,1.007
0.066814219,-0.0061,0.4896,0.8805,1.008
0.06859375,-0.0043,0.4893,0.8803,1.007
0.07079276,-0.0053,0.4874,0.8798,1.006
0.07329625,-0.0039,0.4881,0.8791,1.005
0.076489896,-0.0017,0.4876,0.8815,1.007
0.078684323,-0.0024,0.4866,0.8825,1.008
0.082666198,-0.0009,0.4859,0.8822,1.007
0.083073177,0.0008,0.4879,0.8813,1.007
0.085529479,0.0030,0.4839,0.8849,1.009
0.08868401,0.0042,0.4854,0.8837,1.008
0.09105276,0.0040,0.4852,0.8871,1.011
0.092916667,0.0052,0.4859,0.8876,1.012
0.095829687,0.0076,0.4859,0.8915,1.015
0.099515052,0.0088,0.4835,0.8937,1.016
0.100328281,0.0106,0.4849,0.8950,1.018
0.102887708,0.0106,0.4849,0.8994,1.022
0.105189687,0.0103,0.4822,0.9001,1.021
0.108141823,0.0108,0.4830,0.9055,1.026
0.110758489,0.0088,0.4822,0.9079,1.028
0.113323698,0.0084,0.4820,0.9108,1.031
0.116647812,0.0076,0.4822,0.9125,1.032
0.117757083,0.0035,0.4830,0.9165,1.036
0.12069125,0.0020,0.4822,0.9179,1.037
0.123276979,-0.0004,0.4820,0.9182,1.037
0.124778177,-0.0017,0.4798,0.9182,1.036
0.127843698,-0.0046,0.4813,0.9201,1.038
0.130303437,-0.0061,0.4815,0.9216,1.040
0.132907604,-0.0034,0.4820,0.9194,1.038
0.134682083,-0.0046,0.4822,0.9213,1.040
0.137631458,-0.0017,0.4839,0.9194,1.039
0.139808385,-0.0026,0.4835,0.9177,1.037
0.142418021,-0.0009,0.4844,0.9182,1.038
